民宿标题,价格,地利,评论数,得分,适合居住人数
【阿泽民宿】温馨浪漫大床房、近吉林财经大学ins风温馨私享,151,None,None,None,2
近中日医院北湖院区、北湖吾悦广场、北湖湿地公园等温馨私享,135,近和安街地铁站,3,5.0,2
长春赛斯酒店吉林大学前卫南区/硅谷大街胶囊大床房,147,近硅谷大街地铁站,66,4.5,2
拾光集：阳光硅谷大床房（可开票）,178,None,2,5.0,2
香芋精品公寓阳光硅谷店温馨榻榻米房,121,近硅谷大街地铁站,3,4.9,2
欧亚新生活乐住民宿，投影仪大床房，万达广场,139,None,2,4.9,2
长春春城之家中式酒店长春站/宽城万达标准双床房,134,近长春站北地铁站,70,4.6,2
【橙途】省二院/国建妇产医院/可做饭两居,200,None,43,5.0,3
香芋精品公寓阳光硅谷店特色彩绘房,121,近硅谷大街地铁站,3,5.0,2
蜗居•美式秋千吊床LOFT私人影咖,297,近硅谷大街地铁站,7,5.0,2
舒心浪漫大床房《可月租》,140,近长春站北地铁站,1,5.0,2
长春万家湖畔假日酒店南湖公园商圈大床房,158,近东北师大地铁站,206,4.6,2
90平米大面积民宿,168,None,2,5.0,4
ins北欧风祎家民宿（德惠店）,168,None,1,5.0,2
长春公园景阳广场吾悦广场中海凯旋门大床房,165,近景阳广场地铁站,6,5.0,2
印心•初见小绿轻奢南湖主题loft大床房,159,近卫明街地铁站,20,4.9,2
卫星广场/宝护伞精品公寓/长春理工,169,近卫光街地铁站,2,5.0,2
近火车站 楼下地铁站 九日民宿LOFT,116,None,11,4.8,2
密码入住拾光集NO·001阳光优质大床房,228,近自由大路地铁站,25,5.0,2
家蜓酒店公寓(长春万豪国际店)东方广场/长春光华学院一剪红梅大床房,245,近东方广场地铁站,555,4.8,2
壹克拉公馆云栖情侣小屋,126,None,None,None,2
南湖大路家庭民宿,168,近抚松路地铁站,10,5.0,5
长春爵品精品酒店式公寓长春站/宽城万达舒适大床房,111,近伪皇宫地铁站,77,4.8,2
西客站汽车厂和富广场温馨大床房,108,近长春西站地铁站,4,4.8,2
梦想美式主题民宿(长春会展中心店)国际会展中心/经开体育场特惠主题房,146,近会展中心地铁站,6,5.0,2
公主岭【宫】精致日租房 民宿 ,168,None,2,5.0,4
欢乐颂 双床4人间  麻将房 ,178,None,2,5.0,4
长春倾城雅居酒店长影世纪城/净月潭/大学城美式精品大床房,271,近车场地铁站,5,5.0,2
长春关东商务民宿长春站/宽城万达商务双床房,144,近长春站地铁站,107,4.6,2
欧亚万豪世纪广场观景房,155,近世纪广场地铁站,6,4.5,2
净月区职业技术学院旁 大户型 自动麻将机,298,近世荣路地铁站,19,5.0,5
大鱼•民宿—花溪/投影仪,227,None,9,5.0,2
红旗街/欧亚新生活/城市观景/美式精装,158,近东北师大地铁站,2,4.9,2
西站周边地铁沿线高端湖景三居,448,近兴隆堡地铁站,6,5.0,6
品多阁（长春站 地铁一号线 人民广场 吉大二院 活力城重庆路商圈2店),288,None,6,4.8,6
重庆路 咏春 新天地  简约轻奢大床房,148,近人民广场地铁站,5,5.0,2
有浴缸 双燃气灶的奢华一居室 近净月潭,205,近世纪广场地铁站,13,4.7,2
＜星辰民宿＞复式Loft波波球~少女心～,167,近卫明街地铁站,4,4.9,2
时尚大床房/长春站北/宽城万达/可月租长租/交通便利,159,None,5,4.7,2
锦绚大床房,178,近华庆路地铁站,1,5.0,2
【云端轻舍•佛罗伦萨】民康路壹克拉/地铁2号线/人民广场/吉大二院/巨幕投影/大床/密码锁,186,None,3,5.0,2
长春站万达公寓邂逅浪漫大床房,129,近长春站北地铁站,1,5.0,2
轻奢北欧投影大床房,159,None,None,None,2
近长春西站 吾悦广场 汽贸城 近地铁2号线,183,近景阳广场地铁站,1,5.0,2
居家大床房/长春站北/宽城万达/可月租长租/交通便利,159,None,1,5.0,2
近2号线近长春师范吉大一院二部中东大市场(轻奢大床房),127,近东环城路地铁站,1,5.0,2
长春市宽城区 万达公寓《舒适房》《可月租》,109,近长春站北地铁站,40,4.8,2
长春长百四季酒店重庆路/人民广场商务三人间,273,近人民广场地铁站,39,4.8,3
【阿泽民宿】•月夜• 复地哥德堡 投影仪 近迅驰 近吉林财大 温馨大床房网红风温馨私享,178,None,None,None,2
loft情侣大床房，密码自助,165,None,2,5.0,2
【海棠•民宿-迷雾】红旗街万达||这有山||智能门锁自助入住||独立公寓||高清投影,188,近建设广场地铁站,1,5.0,2
商务双大床房,110,近长春站北地铁站,12,4.1,4
爱巢拾光loft复式民宿（近火车站北站/中东港地铁1号线,117,None,28,4.9,2
长春爵品精品酒店式公寓长春站/宽城万达精品大床房,118,近伪皇宫地铁站,33,4.9,2
《泊宿·遇见》柠檬优格,121,近华庆路地铁站,7,4.8,2
爱巢拾光loft复式民宿（近火车站北站/中东港地铁1号线,117,None,28,4.9,2
欢乐颂豪华loft智慧公寓,223,近长青地铁站,2,5.0,2
轻奢北欧投影大床房,159,None,None,None,2
向往的生活LOFT轻奢复式公寓,178,近华庆路地铁站,2,5.0,2
近火车站 楼下地铁 九日民宿Loft复式,116,None,3,5.0,2
印心•初见Brown布朗熊复式loft,159,近卫明街地铁站,7,5.0,2
清幽小筑民宿-中东旁LOFT北欧轻奢房,168,近长青地铁站,6,5.0,2
近吉大医院二部中东大市场轻奢风全新装修,128,近东环城路地铁站,6,4.6,2
【兰欧】兰欧酒店(长春南湖公园店)南湖公园商圈兰欧行政臻享双床房,357,近东北师大地铁站,125,4.9,2
奢华时代.欧式豪装民宿婚租一体,298,近东环城路地铁站,28,4.7,4
loft情侣大床房，密码自助,165,None,2,5.0,2
长春爵品精品酒店式公寓长春站/宽城万达精品双床房,118,近伪皇宫地铁站,42,4.9,2
【锦江之星】锦江之星(长春西安大路重庆路店)重庆路/人民广场标准零压大床房,183,近西安桥地铁站,6,5.0,1
初见·夏至【会展中心】【地铁三号线】【净月潭公园】【长影世纪城】【投影仪超级影视会员】大床房,195,近世纪广场地铁站,5,4.9,2
长春北站万达公寓明媚阳光投影大床房,134,近长春站北地铁站,8,5.0,2
【后街】东师人文，警官学院，中医药步行到。有空调,122,None,2,5.0,2
Ins风主题复式智能门锁大床套房,131,近卫明街地铁站,19,4.9,2
像素公馆loft复式都市时尚大床房,158,近世纪广场地铁站,21,4.8,2
红旗街万达广场「栀子」投影大床房,168,近湖西桥地铁站,12,4.8,2
万达3号公寓商务四人间,178,近长春站北地铁站,2,4.9,4
重庆路+咏春批发日系风格麻将机大床房,168,近胜利公园地铁站,17,5.0,2
近2号线近长春师范吉大一院二部中东大市场(轻奢大床房),127,近东环城路地铁站,1,5.0,2
中东港 北欧loft公寓 卧室百寸投影,127,None,4,4.9,2
长春富民酒店中日联医院/中东大市场豪华标准间,109,近浦东路地铁站,186,4.4,2
印心•初见少女的梦南湖主题复式loft,159,近卫明街地铁站,16,4.9,2
【阿泽民宿】 复地哥德堡 迅驰广场浪漫少女心主题房,165,近东北师大地铁站,4,5.0,2
长春东方广场8盈嘉loft婚房日租房民宿,159,近东方广场地铁站,5,4.8,4
简约大床房/长春站北/宽城万达/可月租长租/交通便利,159,None,2,5.0,2
西站周边地铁沿线高端湖景三居,448,近兴隆堡地铁站,6,5.0,6
长春联谊会议中心中日联医院/中东大市场商务双床房,288,近浦东路地铁站,1116,4.9,2
美宿遇见LOFT轻奢自助公寓民宿,258,None,1,5.0,2
万达3号公寓商务四人间,178,近长春站北地铁站,2,4.9,4
【橙途】近轻轨/中日联谊医院/风雅一居,150,None,26,5.0,2
逸馨公寓 豪华大床房 免费做饭 北站万达,123,近长春站北地铁站,1,4.5,2
【吉碧舍】吉大南校·欢乐城·浪漫风情·高清投屏投影仪 ·近轻轨··密码无接触入住·空调,148,None,3,5.0,2
长春爱侣主题电动床房,138,近长春站北地铁站,16,5.0,2
长春蓝港酒店伪满皇宫/新天地商圈轻奢商务双床房,239,近东新路地铁站,58,4.9,2
深度消毒赠一次性口罩(万豪世纪广场店)3,138,近世纪广场地铁站,5,4.5,2
初见·夏至【会展中心】【地铁三号线】【净月潭公园】【长影世纪城】【投影仪超级影视会员】大床房,195,近世纪广场地铁站,5,4.9,2
loft复式日租房,178,近东方广场地铁站,None,None,3
米兰公馆豪华观景大床房,174,近浦东路地铁站,6,5.0,2
loft主题情侣大床房，密码自助,165,None,3,5.0,2
长春蓝港酒店伪满皇宫/新天地商圈至尊麻将房,239,None,4,5.0,3
ins风森系主题复式loft大床房,131,近卫明街地铁站,21,5.0,2
商务大床房/长春站北/宽城万达/可月租长租/交通便利,159,None,2,5.0,2
近商圈近医院温馨私享Loft复式,156,None,None,None,2
汇家豪华情侣双人房东方之珠店,138,近东环城路地铁站,4,5.0,2
南湖中街/橡左橡右/夜宿轻奢,160,近华庆路地铁站,17,4.9,2
初见·秋分【会展中心】【地铁三号线】【净月潭公园】【长影世纪城】【投影仪超级影视会员】大床房,195,近世纪广场地铁站,10,4.9,2
情侣私人温馨大床房，密码自助！,174,None,3,5.0,2
莫兰迪主题复式loft大床房,138,近卫明街地铁站,1,5.0,2
好温馨公寓(长春同德路店)红旗街/万达广场舒适大床房,143,近文化广场地铁站,1,5.0,2
标准娱乐房（内窗）迅驰广场 财经学院,139,近东北师大地铁站,6,5.0,2
万豪世纪广场观景房,146,近世纪广场地铁站,1,5.0,2
新大E+时代温馨大床Loft复式,142,None,1,5.0,2
近(在建)7号线近商圈温馨私享,148,None,1,4.8,2
九台市凤凰城二期温馨宜家民宿,178,None,1,5.0,5
南湖理工大学旁莫兰迪主题Loft复式大床,138,近卫明街地铁站,3,5.0,2
长春联谊会议中心中日联医院/中东大市场高级大床房,280,近浦东路地铁站,1416,4.9,2
中东大市场旁 粉红魅惑 超大圆床 情侣房,134,近东环城路地铁站,1,5.0,2
商务三人间,161,近长春站北地铁站,2,4.5,3
美式奢华LOFT私人影咖房,196,近仙台大街地铁站,3,5.0,2
【海棠•民宿-时光】欧亚新生活||智能门锁自助入住||独立公寓||南湖公园,159,近文化广场地铁站,2,5.0,2
【无接触入住】财经大学西侧，密码锁落地窗「无空调」,91,近东北师大地铁站,5,4.8,2
乐居大床房,130,近华庆路地铁站,1,5.0,2
奢华双人浴缸宫殿式房（黑客技·零压床,385,近仙台大街地铁站,2,5.0,2
长春梦里湾时尚民宿吉林大学前卫南区/硅谷大街豪华三人房,145,近前进站地铁站,1,5.0,3
轻轨4 号线海口路站垠禄新界公寓密码入住,228,近自由大路地铁站,11,5.0,2
长春乐住假日白领公寓豪华大床房,129,近湖西桥地铁站,8,4.2,2
长春爵品精品酒店式公寓长春站/宽城万达舒适大床房,111,近伪皇宫地铁站,77,4.8,2
娱乐室,155,近世纪广场地铁站,2,5.0,2
【云途】桂林路商圈，地中海风格，舒适整租,148,近东北师大地铁站,7,4.7,2
美宿遇见LOFT轻奢自助公寓民宿,258,None,1,5.0,2
温馨loft复式民宿（砂之船中东奥莱店）,110,None,2,5.0,2
近长春西站 吾悦广场 汽贸城 可做饭,233,近景阳广场地铁站,1,5.0,2
红旗街这有山万达广场/北欧轻奢大床房,178,近湖西桥地铁站,1,5.0,2
近长春西站 近地铁2号线 吾悦广场 可做饭,221,近景阳广场地铁站,4,5.0,2
中东港砂之船『自度民宿』,140,None,None,None,2
【麗枫】麗枫酒店(长春绿园春城大街店)吾悦广场/吉大和平校区标准大床房,249,近万福街地铁站,441,4.9,2
火车站北出口 翰林民宿 商务房,229,近长春站北地铁站,16,4.9,6
长春国际会展中心大公寓国际会展中心/经开体育场豪华四人连通房,572,近会展中心地铁站,15,4.9,4
长春新民民宿吉大一院商圈标准双人间,329,近文化广场地铁站,216,4.8,2
近(在建)7号线近商圈温馨私享,150,None,1,4.3,2
『柒玖』私享智能豪华湖景大一居,214,近硅谷大街地铁站,1,5.0,2
长春市汽车厂西客站和富广场圆床情趣房,108,近长春西站地铁站,11,4.8,2
盛世之星民宿(长春安达街店)吉大一院商圈零压特惠大床房,203,近南昌路地铁站,119,4.7,2
宽城万达欧式大床房,150,近长春站北地铁站,10,4.7,2
吉林亚泰公寓重庆路/人民广场家庭房,596,近人民广场地铁站,83,4.9,3
【海棠•民宿-未见】欧亚新生活||智能门锁自助入住||独立公寓||南湖公园,150,近建设广场地铁站,2,5.0,2
中东大市场/欢乐颂精装loft/50平大空间/4人麻将房,152,None,2,5.0,3
长春漫啡酒店长春站/宽城万达漫啡大床房,239,近长春站地铁站,142,4.9,2
【麗枫】麗枫酒店(长春绿园春城大街店)吾悦广场/吉大和平校区标准大床房,249,近万福街地铁站,441,4.9,2
【希岸】希岸酒店(长春人民广场吉大二院店)重庆路/人民广场希岸大床房,238,None,133,4.9,2
家蜓酒店公寓(长春万豪国际店)东方广场/长春光华学院一剪红梅大床房,245,近东方广场地铁站,555,4.8,2
仟佰度酒店吾悦广场/吉大和平校区高级双床房,206,近万福街地铁站,48,4.7,2
初见·秋分【会展中心】【地铁三号线】【净月潭公园】【长影世纪城】【投影仪超级影视会员】大床房,195,近世纪广场地铁站,10,4.9,2
长春素态负氧离子酒店长影世纪城/净月潭/大学城墅氧双床房,251,近华侨外院博学路地铁站,39,4.8,2
品多阁（长春站 地铁一号线 人民广场 吉大二院 活力城重庆路商圈2店),288,None,6,4.8,6
长春长百四季酒店重庆路/人民广场商旅双床房,216,近人民广场地铁站,214,4.8,2
初见·白露【会展中心】【地铁三号线】【净月潭公园】【长影世纪城】【投影仪超级影视会员】大床房,195,近世纪广场地铁站,6,5.0,2
【清幽小筑民宿】-【筑梦轩】吉大南校旁，近欢乐城、沃尔码，独立LOFT豪装，密码锁，轻奢森林风大床房,195,None,6,5.0,2
二道区欧亚长新购物中心附近精装一室可做饭,99,None,None,None,2
国信南山温泉公寓民宿,288,None,9,5.0,2
初见·夏至【会展中心】【地铁三号线】【净月潭公园】【长影世纪城】【投影仪超级影视会员】大床房,195,近世纪广场地铁站,5,4.9,2
《庭院蜗居》50平带花园温泉度假民宿,270,None,5,5.0,2
长春金悦假日酒店吾悦广场/吉大和平校区商务清氧双床房(无窗),220,近宽平桥地铁站,29,4.9,2
【名人】长春睿德名人艺术酒店长影世纪城/净月潭/大学城豪华双床房,667,近车场地铁站,823,4.9,2
【如家商旅】如家商旅酒店(长春经开区临河街店)中日联医院/中东大市场商旅商务房,264,近浦东路地铁站,44,4.9,2
【如家精选】如家精选酒店(长春自由大路中日联医院店)中日联医院/中东大市场精选商务房,211,None,11,5.0,2
长春君达北煦民宿长影世纪城/净月潭/大学城双床标间,195,近净月公园地铁站,2,4.5,2
晨宇酒店(长春双阳店）双阳区政府行政大床房,214,近双阳区政府,1,5.0,2
市中心 地铁旁 豪华三居室 自动麻将机 热水无限量,644,近工农广场地铁站,29,5.0,6
长春北湖吾悦广场|精装大床房|独立卫生间|可容纳2人入住（房源有多套，装修风格有所差异）,116,None,2,5.0,2
浪漫大床房,80,近长春站北地铁站,15,4.5,2
【麗枫】麗枫酒店(长春新区北湖龙翔广场店)北湖地区商务大床房,339,None,5,5.0,2
国信南山桃花源温泉主题民宿,268,None,24,5.0,2
【迅驰东侧】东师，财经大学紧邻独立公寓,86,近东北师大地铁站,1,4.0,2
美式精品LOFT私人影咖房,187,近仙台大街地铁站,2,5.0,2
长春微澜轻奢酒店吉林大学前卫南区/硅谷大街超级英雄(无窗),242,近前进大街地铁站,5,5.0,2
轻轨/地铁旁 6人家庭房/婚房 可做饭,302,近东环城路地铁站,1,5.0,7
长春听湖创意农场园景榻榻米房,216,None,1,5.0,2
【万达文华】长春富力万达文华酒店红旗街/万达广场豪华大床房,884,近湖西桥地铁站,2239,4.9,2
长春玺立方温泉酒店吉林大学前卫南区/硅谷大街榻榻米套房(公共浴室),243,近硅谷大街,2,5.0,4
【麗枫】麗枫酒店(长春人民广场店)重庆路/人民广场豪华大床房,321,近人民广场地铁站,464,4.9,2
长春听湖创意农场园景大床房,216,None,1,4.8,2
雅客小镇假日酒店(长春临河街店)劳动公园/临河街3D影视大床房,263,近东新路地铁站,36,4.9,2
长春玺立方温泉酒店吉林大学前卫南区/硅谷大街豪华三人间(公共浴室),243,近硅谷大街,1,5.0,3
君沃酒店吾悦广场/吉大和平校区智能-君安大床房,207,近万福街地铁站,58,4.8,2
晨宇酒店(长春双阳店）双阳区政府四人间,273,近双阳区政府,2,5.0,4
波西米亚风投影LOFT智能门锁/已消毒,191,近卫明街地铁站,8,4.4,2
美式奢华LOFT私人影咖房,196,近仙台大街地铁站,3,5.0,2
长春悦岛酒店南湖公园商圈高级双床房,471,近东北师大地铁站,473,4.8,2
盛世之星民宿(长春安达街店)吉大一院商圈零压特惠大床房,203,近南昌路地铁站,119,4.7,2
长春西站欧亚春城3居2卫带浴缸温馨宜居,618,近兴隆堡地铁站,8,5.0,8
长春兆丰商务酒店商务双床房,201,None,24,4.7,2
密码入住中日联谊医院欧亚超市旁豪华两居室,201,近公平路地铁站,31,4.5,4
【如家精选】如家精选酒店(长春会展中心世纪广场店)国际会展中心/经开体育场精选商务房,280,近世纪广场地铁站,62,4.8,2
【橙途】高新硅谷大街/动画学院/雅致两居,226,None,59,5.0,4
【麗枫】麗枫酒店(长春一汽店)吾悦广场/吉大和平校区豪华双床房,222,近湖西桥地铁站,141,4.8,2
长春长百四季酒店重庆路/人民广场商旅大床房,206,近人民广场地铁站,189,4.8,2
公主岭【宫】精致日租房 民宿 ,168,None,2,5.0,4
【如家精选】如家精选酒店(长春自由大路中日联医院店)中日联医院/中东大市场精选双床房,219,None,3,5.0,2
长春英朝商务酒店吉林大学前卫南区/硅谷大街商务标间,201,近前进大街地铁站,175,4.8,2
长春微澜轻奢酒店吉林大学前卫南区/硅谷大街电影工厂(无窗),197,近前进大街地铁站,9,4.7,2
【如家商旅】如家商旅酒店(长春经开区临河街店)中日联医院/中东大市场商旅高级商务房,280,None,2,5.0,2
长春漫啡酒店长春站/宽城万达漫啡双人房,239,近长春站地铁站,96,4.8,2
中日联医院/红事会东盛大街经纬路房,178,近自由大路地铁站,32,4.7,4
长春微澜轻奢酒店吉林大学前卫南区/硅谷大街相对论B(无窗),197,近前进大街地铁站,11,4.5,2
长春温拿酒店吉林大学前卫南区/硅谷大街经济大床房,131,近前进大街地铁站,231,4.8,2
【小欧】轻轨旁/近红旗街/卖场/近吉大一院，200平跃层大宅，台球、投影、麻将，好友小聚、轰趴、婚礼,753,None,5,5.0,12
【维也纳国际】维也纳国际酒店长春西站/一汽高级大床房,276,None,5,5.0,2
雅客小镇假日酒店(长春中日联医院店)中日联医院/中东大市场家庭房,216,近浦东路地铁站,48,4.9,2
【亚朵】长春东方广场佳泰亚朵酒店东方广场/长春光华学院雅致双床房,385,近东方广场地铁站,173,4.9,2
高新区商业中心新开张商住两用跃层轰趴,735,近硅谷大街地铁站,8,4.8,10
印心•初见 复古绿 轻奢南湖主题民宿,134,None,None,None,2
长春火车站北万达公寓,78,近长春站北地铁站,16,4.7,2
【希岸】希岸酒店(长春人民广场吉大二院店)重庆路/人民广场希岸高级双床房,260,None,87,4.9,2
【丽呈東谷】丽呈東谷酒店(长春国际会展中心店)国际会展中心/经开体育场商务大床房,285,近世纪广场地铁站,590,4.8,2
净月长影旁电梯洋房 可容纳4-6人 卫生床品干净整洁,358,近长影世纪城地铁站,29,4.9,4
【潮漫】潮漫酒店(长春一汽店)长春西站/一汽品质致选大床房,316,None,20,5.0,2
【橙途】华侨外院/国信美邑/温馨一居,162,None,26,5.0,2
雅客小镇假日酒店(长春临河街店)劳动公园/临河街3D豪华影视大床房,283,近东新路地铁站,26,4.9,2
长春兆丰商务酒店三人间,295,None,4,5.0,3
二道区远达大街十三空调两室亲情房,168,近伪皇宫地铁站,7,4.9,4
长春地铁2号线loft主题公寓日租房民宿,188,近东方广场地铁站,3,4.3,4
城市驿家，轻奢风落地窗,125,None,None,None,2
君沃酒店吉大一院商圈智能-君安大床房B,261,近建设广场地铁站,57,4.9,2
【密码锁】落地窗景观非常好，东师财大迅驰广场紧邻,106,近东北师大地铁站,2,4.0,2
长春素态负氧离子酒店长影世纪城/净月潭/大学城森氧双床房,286,近华侨外院博学路地铁站,16,4.9,2
【亚朵】长春东方广场佳泰亚朵酒店东方广场/长春光华学院雅致大床房,385,近东方广场地铁站,673,4.9,2
浴缸LOFT大床房,212,近长青地铁站,6,4.9,2
【阿泽民宿】温馨浪漫大床房、近吉林财经大学ins风温馨私享,151,None,None,None,2
精致大床房,98,近南关地铁站,10,4.6,2
雅客小镇假日酒店(长春新天地购物公园店）伪满皇宫/新天地商圈小镇零压影视大床房,241,近伪皇宫地铁站,187,4.9,2
中日联谊医院&红事会&德云社&欧亚超市旁,178,None,4,4.7,4
【兰欧】兰欧酒店(长春南湖公园店)南湖公园商圈兰欧行政臻享双床房,357,近东北师大地铁站,125,4.9,2
君沃酒店吾悦广场/吉大和平校区智能-影音房,205,近万福街地铁站,67,4.8,2
长春素态负氧离子酒店长影世纪城/净月潭/大学城森氧大床房,286,近华侨外院博学路地铁站,13,4.9,2
长春微澜轻奢酒店吉林大学前卫南区/硅谷大街相对论C,305,近前进大街地铁站,13,4.9,2
长春卡斯顿精品酒店吉林大学前卫南区/硅谷大街行政VIP双床房,264,近前进大街地铁站,8,4.8,4
【麗枫】麗枫酒店(长春人民广场店)重庆路/人民广场商务双床房,340,近人民广场地铁站,65,4.8,2
长春宝铂精品酒店卫星广场/高速客运站高级大床房,228,近市政府地铁站,342,4.9,2
艾斯酒店（长春人民广场店重庆路/人民广场精选大床房,239,None,15,4.8,2
长春卡斯顿精品酒店吉林大学前卫南区/硅谷大街VIP家庭房,264,近前进大街地铁站,12,5.0,3
【秋果】秋果酒店长影世纪城/净月潭/大学城高级大床房,478,None,84,4.9,2
【亚朵】长春东方广场佳泰亚朵酒店东方广场/长春光华学院高级大床房,422,近东方广场地铁站,256,4.9,2
【和颐】和颐至尚酒店(长春东方广场龙嘉机场店)东方广场/长春光华学院和颐套房,364,近东方广场地铁站,21,4.8,2
【维也纳国际】维也纳国际酒店(长春光谷大街店)吉林大学前卫南区/硅谷大街豪华双床房,288,None,39,4.9,2
长春长百四季酒店重庆路/人民广场商务三人间,273,近人民广场地铁站,39,4.8,3
盛世之星民宿(长春安达街店)吉大一院商圈零压亲子家庭房,306,近南昌路地铁站,6,4.9,3
长春蓝港酒店伪满皇宫/新天地商圈至尊麻将房,239,None,4,5.0,3
【麗枫】麗枫酒店(长春绿园春城大街店)吾悦广场/吉大和平校区商务双床房,278,近万福街地铁站,12,4.8,2
长春长百四季酒店重庆路/人民广场商务家庭房,273,近人民广场地铁站,21,4.8,3
阿拉丁欧式轻奢麻将套房日租,331,近建设广场地铁站,45,4.9,4
红旗街万达楼上蜜语民宿投影房,140,None,2,5.0,2
长春乾元景阳公寓吾悦广场/吉大和平校区麻将房,322,近和平大街地铁站,2,5.0,4
长春天定山民宿2人豪华院,450,None,1,5.0,2
美式loft厨房影咖轰趴馆B房,355,近卫明街地铁站,2,5.0,4
长春北站万达甜美公主大床房,131,None,1,5.0,2
【希尔顿欢朋酒店(Hampton by Hilton)】长春生态广场希尔顿欢朋酒店高级双床房,689,None,82,4.9,2
艾斯酒店（长春人民广场店重庆路/人民广场星光家庭房,339,近人民广场地铁站,21,4.8,3
长春国际会展中心大公寓国际会展中心/经开体育场豪华双床房,323,近会展中心地铁站,68,4.8,2
长春红事会商务酒店中日联医院/中东大市场零压双床房,307,None,3,5.0,2
轻轨/地铁旁 婚房/聚会 9+人 可做饭,473,近东环城路地铁站,4,5.0,9
美式loft双人浴缸全智能影咖1号房,348,近卫明街地铁站,1,5.0,2
【橙途】长春站/宽城万达/瞰景一居,150,None,69,5.0,2
【麗枫】麗枫酒店(长春新区北湖龙翔广场店)北湖地区商务双床房,321,None,3,4.6,2
长春卡斯顿精品酒店吉林大学前卫南区/硅谷大街商务双床房(无窗),194,近前进大街地铁站,16,4.6,2
美式loft双人浴缸全智能影咖3号房,318,近卫明街地铁站,7,4.8,2
南湖中街/夜宿商务公寓/地铁,150,近华庆路地铁站,None,None,2
美式loft奢华spa双人浴缸影咖2号房,428,近卫明街地铁站,1,5.0,2
南湖中街/橡左橡右/夜宿高奢/吉大南校,169,近华庆路地铁站,None,None,2
吉林省铂悦酒店国际会展中心/经开体育场行政套房,638,近卫星路地铁站,1,5.0,2
雅客小镇假日酒店(长春临河街店)劳动公园/临河街尊雅大床房,201,近东新路地铁站,26,4.6,2
奢华时代.欧式豪装民宿婚租一体,298,近东环城路地铁站,28,4.7,4
长春吉春泉温泉度假酒店卫星广场/高速客运站豪华家庭房,440,近卫明街地铁站,7,5.0,3
长春宝铂精品酒店卫星广场/高速客运站亚特兰蒂斯大床房,371,近市政府地铁站,6,4.9,2
雅客小镇假日酒店(长春临河街店)劳动公园/临河街尊雅双床房,205,近东新路地铁站,21,4.7,2
长春泓瑞·清水湾温泉假日酒店吉林大学前卫南区/硅谷大街豪华四人间,400,近硅谷大街地铁站,4,5.0,4
长春联谊会议中心中日联医院/中东大市场商务三人间,480,近浦东路地铁站,90,5.0,3
【橙途】北湖公园/吾悦广场/精美两居,200,None,6,5.0,4
【秋果】秋果酒店长影世纪城/净月潭/大学城榻榻米房,648,None,3,5.0,2
【希尔顿欢朋酒店(Hampton by Hilton)】长春生态广场希尔顿欢朋酒店欢朋套房,999,None,9,4.8,2
吉林亚泰公寓重庆路/人民广场家庭房,596,近人民广场地铁站,83,4.9,3
长春御诺大公寓吉林大学前卫南区/硅谷大街标准四人间,477,近华庆路地铁站,10,5.0,4
长春乾元景阳公寓吾悦广场/吉大和平校区麻将房,322,近和平大街地铁站,2,5.0,4
长春天定山民宿2人豪华院,450,None,1,5.0,2
美式loft厨房影咖轰趴馆B房,355,近卫明街地铁站,2,5.0,4
长春北站万达甜美公主大床房,131,None,1,5.0,2
【希尔顿欢朋酒店(Hampton by Hilton)】长春生态广场希尔顿欢朋酒店高级双床房,689,None,82,4.9,2
艾斯酒店（长春人民广场店重庆路/人民广场星光家庭房,339,近人民广场地铁站,21,4.8,3
长春国际会展中心大公寓国际会展中心/经开体育场豪华双床房,323,近会展中心地铁站,68,4.8,2
长春红事会商务酒店中日联医院/中东大市场零压双床房,307,None,3,5.0,2
轻轨/地铁旁 婚房/聚会 9+人 可做饭,473,近东环城路地铁站,4,5.0,9
美式loft双人浴缸全智能影咖1号房,348,近卫明街地铁站,1,5.0,2
【橙途】长春站/宽城万达/瞰景一居,150,None,69,5.0,2
【麗枫】麗枫酒店(长春新区北湖龙翔广场店)北湖地区商务双床房,321,None,3,4.6,2
长春卡斯顿精品酒店吉林大学前卫南区/硅谷大街商务双床房(无窗),194,近前进大街地铁站,16,4.6,2
美式loft双人浴缸全智能影咖3号房,318,近卫明街地铁站,7,4.8,2
南湖中街/夜宿商务公寓/地铁,150,近华庆路地铁站,None,None,2
长春听湖创意农场园景榻榻米房,216,None,1,5.0,2
【万达文华】长春富力万达文华酒店红旗街/万达广场豪华大床房,884,近湖西桥地铁站,2239,4.9,2
长春玺立方温泉酒店吉林大学前卫南区/硅谷大街榻榻米套房(公共浴室),243,近硅谷大街,2,5.0,4
【麗枫】麗枫酒店(长春人民广场店)重庆路/人民广场豪华大床房,321,近人民广场地铁站,464,4.9,2
长春听湖创意农场园景大床房,216,None,1,4.8,2
雅客小镇假日酒店(长春临河街店)劳动公园/临河街3D影视大床房,263,近东新路地铁站,36,4.9,2
长春玺立方温泉酒店吉林大学前卫南区/硅谷大街豪华三人间(公共浴室),243,近硅谷大街,1,5.0,3
君沃酒店吾悦广场/吉大和平校区智能-君安大床房,207,近万福街地铁站,58,4.8,2
晨宇酒店(长春双阳店）双阳区政府四人间,273,近双阳区政府,2,5.0,4
波西米亚风投影LOFT智能门锁/已消毒,191,近卫明街地铁站,8,4.4,2
美式奢华LOFT私人影咖房,196,近仙台大街地铁站,3,5.0,2
