民宿标题,价格,地利,评论数,得分,适合居住人数
【纯白】同德地铁站高层空调电影房乳胶床垫,214,近火车北站地铁站,17,5.0,2
【椰喽·给女儿】位于大学城南站终点站/近云艺/开放大学/中医学院/昆医/告白或者生日等提供房间布置,131,None,1,5.0,2
【希语•随风】世纪城大都摩天购物中心loft公寓、坚果投影、小爱智能、空调、近官渡古镇、近南部客运站,171,None,3,5.0,2
低价长租近大观楼/西部客运站方便高层两居,206,近西苑地铁站,15,4.9,3
吾悦广场旁精致轻奢风可做饭公寓民宿,148,近昌源中路地铁站,3,5.0,2
昆明红河民宿火车站地区简约欧式双床房,116,None,32,4.5,2
『拾光』星耀地铁站《温馨复式亲子房》云大附中/星耀国际总部/云南省博物馆/新螺蛳湾国际商贸城/可做饭,239,近星耀路地铁站,11,4.9,4
〖一屋·云汐〗近翠湖/南屏街/私人影院,216,None,1,5.0,2
高铁南理工大云师大loft公寓 居设,224,近谊康南路地铁站,17,4.9,4
【栖悦】北辰地铁口超赞夜景房可做饭,230,近北辰地铁站,46,5.0,2
昆明摩尔酒店翠湖地区舒适大床房,124,None,58,4.5,2
粉色的梦\网红拍照打卡\欣都龙城地铁口,188,近北辰地铁站,2,5.0,2
昆明朴舍主题酒店南屏步行街/金马碧鸡坊朴舍珍客房,190,近东风广场地铁站,138,4.8,1
干净日式清新风温馨私享近大学近商圈,168,None,10,5.0,2
“三颗痣”昆明站旁地铁环城南路站口自助入住洗衣做饭,340,近环城南路地铁站,99,4.9,4
可月租民族村滇池观鸥大坝旁一室套房,185,近西山公园地铁站,93,4.9,2
肿瘤医院旁一百米/两室三室联系西苑地铁站,118,近西苑地铁站,1,5.0,2
傣家美宿*市中心金马坊大床房南屏步行街,199,近塘子巷地铁站,110,4.9,2
「柒间」8防疫消毒同德广场地铁口百寸投影,167,近火车北站地铁站,3,5.0,2
【涵朵•粉趣】🍭春融街地铁口花千坊复式,165,近春融街地铁站,35,4.9,2
【途优客】流光·翠湖南屏街小西门1居,168,None,90,4.9,2
【古墨】地铁口楼下超市商城/中国风带空调,148,近岷山地铁站,2,5.0,2
归心/南屏街/市中心/金马坊/阳光A版,228,近交三桥地铁站,7,4.9,3
"【子旧居】市中心，近医院，近双商圈，新中式,四合院, 安静典雅 ,双床房",209,None,43,4.9,2
给我一束时光 呈贡大学城南站 远洋新干线 束时原创民宿,126,None,3,5.0,2
【途优客】翠羽·眠山地铁站/茶马花街复式,176,None,81,5.0,2
【豪生(Howard Johnson)】昆明花之城豪生国际大酒店昆明野生动物园/金殿风景区高级大床房,329,近东部汽车站地铁站,4681,4.8,2
【清雅】滇池西山海埂/带空调地铁口可做饭,148,近岷山地铁站,1,5.0,2
【眠里•七月】北欧风格精装公寓近滇池万达,165,近昆明火车站地铁站,10,5.0,2
12糖糖小屋：新广丰/昆明学院/官渡古镇,149,近晓东村地铁站,16,5.0,2
万达海洋球私影主题,223,近昆明火车站地铁站,5,4.9,4
【雪落梦园民宿】位于商业圈，毗邻万达、南亚、昆明火车站、滇池、海埂公园、民族村！现代轻奢风格！,156,None,12,5.0,2
昆明站/丽江大理高铁站/机场大巴/大悦城,163,近昆明火车站地铁站,54,4.8,2
昆明popod普普豆酒店昆明野生动物园/金殿风景区XS单人间,143,近北辰地铁站,47,5.0,1
凭健康绿码入住  蓝色小屋（乳胶床垫，智能入住）,198,None,20,4.8,4
【斯维登】斯维登度假公寓(昆明兰悦金地兰亭店)新西部客运站地区微享大床房,134,近岷山地铁站,35,4.5,2
【香博时光】人民东路/中房路易公元/延安医院/一环路市中心/工人文化宫/机场直达全新装修，智能家居入,168,None,9,4.6,2
海伦国际/世纪城/海乐城/大商汇/官渡古镇/官渡森林公园/湿地公园/斗南/大都摩天/滇池,159,None,11,5.0,2
爱旅时光A03,121,近谊康南路地铁站,29,4.9,2
露华·vintage复古洛可可地铁三号线,169,近岷山地铁站,7,5.0,2
近同德财大/投影厨房舒适床品/轻奢小复古,198,近金星地铁站,11,5.0,2
世纪城官渡古镇大都摩天地铁口loft公寓,182,近珥季路地铁站,23,5.0,2
南屏街民宿，带厨具一居室，品牌投影，楼下南强小吃街，金马碧鸡坊，南屏街，昆明老街，近地铁站近昆华医院,196,None,1,5.0,2
【末花·就简】大学城，高铁南站独立公寓,135,近联大街地铁站,5,4.9,2
【馨嘉民宿】超清大屏投影/客厅超大落地窗/北辰财富中心/地铁口/可做饭北欧少女风适合情侣北欧风民宿,166,None,4,4.9,2
官渡古镇/世纪城/新亚洲体育城/巫家坝螺蛳湾近商圈近医院Loft复式落地窗,206,None,2,5.0,4
【那些花儿】兰亭广场.地铁口.西部客运站,159,近岷山地铁站,72,4.9,2
『莫妮卡』官渡古镇旁 轻工业风公寓,214,近星耀路地铁站,3,5.0,4
【花拾年】一居双床近火车站昆大医院地铁站,134,近潘家湾地铁站,37,4.5,2
北辰地铁口欣都龙城电影公寓,178,近北辰地铁站,9,4.7,2
【途优客】云揽·近滇池会展/王府井/两居,228,None,50,5.0,4
【眠里•囍事】浪漫婚纱主题房近万达X公寓,235,近昆明火车站地铁站,10,5.0,2
一城e居.夕彦 地铁站旁lof投影大床房,216,近市体育馆地铁站,1,5.0,2
近地铁/官渡古镇/螺蛳湾/斗南花卉/南部汽车站/现代轻奢风格,166,None,2,5.0,2
【迷失】空调投影|金马坊夜景,196,近塘子巷地铁站,30,4.8,2
【维也纳国际】维也纳国际酒店(昆明西园路大观店)云大医院/潘家湾豪华大床房,291,近梁家河地铁站,140,4.9,2
近1号线近商圈温馨私享Loft复式,165,None,2,5.0,2
【留念】一环地铁·观景时尚清新大床房·大屏极米投影·落地窗·洗衣机·可开发票,197,近穿心鼓楼地铁站,13,5.0,2
【三毛一墅】Meet you近火车站民宿,168,近昆明火车站地铁站,105,4.8,2
【途优客】文苑•官渡古镇/省博物馆,166,None,146,5.0,2
新儿童医院旁温馨两居近万达近滇池近火车站,257,近福德地铁站,27,5.0,4
八月北欧风公寓新迎爱琴海商圈南屏街3.5昆明站4.3公里可投影做饭楼下多路公交车步行八百米四号线地铁,189,None,17,5.0,2
〖一屋·日落〗翠湖旁/150寸家庭影院 ,286,近穿心鼓楼地铁站,38,4.8,4
《健康绿码入住丽贝家》小单间南部客运站，,85,近南部汽车站地铁站,51,4.9,2
【见南山民宿】楸木阳台双床房（含早+24H长水机场免费接送）,316,None,35,5.0,3
【斯维登】斯维登度假公寓(昆明兰悦金地兰亭店)新西部客运站地区loft投影大床房,159,None,51,4.9,2
梦精灵﻿舒适大床房高铁南站包接送,89,近谊康南路地铁站,1,5.0,2
海伦中心简约、舒适、温馨一居室,155,近西苑地铁站,9,5.0,2
市中心南屏街近金马碧鸡坊ins风Loft复式房,227,近交三桥地铁站,53,4.9,2
昆明青缘酒店式公寓火车北站地区标准大床房,107,近交三桥地铁站,45,4.8,2
【雪落梦园民宿】近商圈，毗邻万达、南亚、昆明火车站、滇池、海埂公园、民族村！现代轻奢风格！入住简单！,156,None,9,5.0,2
【南旬】邻同德、超适合独处投影宅,183,近火车北站地铁站,13,4.9,2
昆明强祥酒店南屏步行街/金马碧鸡坊普通标准间,130,近塘子巷地铁站,8,5.0,2
【秋风之意】南屏街顺城昆华医院,236,近五一路地铁站,48,4.8,4
观鸥#地暖#壁炉森系异域风情Loft复式,259,None,5,5.0,2
温馨大床房（带独立空调）近滇池大坝,220,None,31,5.0,2
 【暖暖】金马坊亲子空调双床房近昆华医院,236,近五一路地铁站,5,4.8,4
麦田•南屏街顺城王府井CBD市中心/地铁口/极米120寸投影/有冰箱洗衣机可做饭/中公大楼/环球金融,203,None,7,5.0,2
近万达，儿童医院，空调，滇池，海埂，民族村，公园1903，大客厅私人影院/投影设备,239,None,2,5.0,2
【三毛一墅】北欧·温馨浪漫大床房,168,近昆明火车站地铁站,20,4.7,2
【七月】万达广场、昆明站、儿童医院空调房,204,近昆明火车站地铁站,5,5.0,2
时光连锁酒店(昆明穿金路店)昆明野生动物园/金殿风景区城景大床房,165,近霖雨桥地铁站,12,4.9,2
滇池柏悦2室2厅温馨轻奢风落地窗观景房,223,None,1,5.0,3
3号线五一路站南屏翠湖中心带洗衣机冰箱大阳台,165,None,7,4.8,2
一舍号素面*1.8米大床 南亚海梗南屏街,213,近梁家河地铁站,13,5.0,2
"
舒适一室/投影房/近儿童医院/近爱琴海",220,None,4,5.0,2
希语•归心空调loft公寓大都摩天电动床,166,近珥季路地铁站,3,5.0,2
彝素-昆明火车站，大理丽江高铁站旁民宿,158,近昆明火车站地铁站,31,4.8,2
海埂滇池/阳光海岸别墅/民族村/标间,247,近西山公园地铁站,25,4.8,2
近官渡古镇世纪城舒适简约一居室  红 璞,200,近星耀路地铁站,4,5.0,2
【末花·在路上】大学城、高铁南站商务投影,154,近联大街地铁站,16,4.9,2
（韩式公主屋）伴澜公寓主题豪华大床房,114,近市体育馆地铁站,10,4.9,2
【21K马拉松迷】实力心城，花千坊 高清会员投影 智能马桶  zui大户型，可做饭 近斗南 云大医院,178,近春融街地铁站,31,5.0,2
昆明机场：北欧艺术阳光三居公寓,268,近机场前地铁站,101,4.9,5
免费停车 官渡古镇 地铁站旁 大都摩天购物中心 【春和景明】商务LOFT公寓 +空调+双电视,168,近珥季路地铁站,38,4.7,2
北欧主题大床空调房高铁南站免费接送,109,近谊康南路地铁站,20,4.7,2
梦幻温馨大床房（独立空调+无偿停车）,151,近新亚洲体育城地铁站,9,5.0,2
魅力小栈/近地铁/官渡古镇/螺蛳湾/斗南花卉/现代轻奢风格,147,None,4,4.5,2
【花容·远山】地铁口医院私人影院/投影设备/浴缸/七彩,206,None,5,5.0,2
万达广场北欧风格精装公寓  近火车站,262,近昆明火车站地铁站,34,5.0,2
昆明普拉国际·酒店精选呈贡新区/高铁南站普拉情侣大床房,168,近谊康南路地铁站,33,4.6,2
【遇见】一环地铁·观景阳台零压轻奢大床房·近翠湖南屏街·洗衣机·可开发票,175,近穿心鼓楼地铁站,114,4.9,2
商圈购物中心电影院+免费停车【巧遇】空调复式公寓,245,近珥季路地铁站,32,4.9,2
素简 南屏步行街金马碧鸡坊昆华医院旁温馨舒适亲子房,169,None,12,5.0,3
云雀-未来港/斗南花市/地铁/滇池,193,近斗南地铁站,2,5.0,2
一环内近地铁简欧风公寓,177,近穿心鼓楼地铁站,165,4.9,2
【今夜·岁月裁缝】,190,近潘家湾地铁站,19,4.9,2
昆明红河民宿火车站地区特价双床房（无空调）,103,None,26,4.6,2
【悠家】温馨一居丨昆明动物园丨昆明翠湖公园丨蓝花楹主题公园丨世界园艺博览区丨正义坊丨莲花池,193,None,5,5.0,2
喏喏ROOF·里兹米拉酒店火车北站地区优选时尚大床房,196,None,74,4.9,2
新螺蛳湾网红星空小屋南部客运站对面,111,近南部汽车站地铁站,66,4.9,2
拓东郡,298,近拓东体育馆地铁站,8,5.0,3
近商圈近医院Loft复式,230,None,4,5.0,4
知行.海伦国际官渡古镇.高清投影（1）,225,None,8,5.0,4
长水机场含接送1米5大床四人间真实拍照,148,近机场前地铁站,42,4.9,4
【锦江之星品尚】锦江之星品尚(昆明经开区昆明学院店)经济开发区家庭房A,194,近星耀路地铁站,1,5.0,3
拾光  儿童医院 衡水中学飞机高铁直达,268,近昆明火车站地铁站,52,5.0,4
【甜先森】近万达/南亚/火车站/清新一居大床房,178,None,4,5.0,2
【拾🍊桔】青芒^o^地铁附近/超大投影,247,近西苑地铁站,32,4.8,4
【半夏】云泰大厦森系投影一居近南屏街金马坊昆华医院五一站可做饭,223,近五一路地铁站,74,4.8,2
〔明兰居〕黄土坡公交车总站旁二居洗衣做饭,220,近西苑地铁站,12,5.0,6
纯白风三居/麻将机、近43医院、云大、肿瘤、工人医院、翠湖、南屏,273,None,1,5.0,6
温澜潮生/创意英国/地铁3号线市体育馆站/昆医附二院/云大医院/安琪儿医院/翠湖南屏街/茭菱路酒吧街,165,None,2,5.0,2
遇见 市中心、红会医院/地铁站 圆通山,214,近穿心鼓楼地铁站,18,5.0,2
海埂滇池/阳光海岸别墅/海鸥/花园大床房,221,近西山公园地铁站,38,4.9,2
昆明沁栖民宿滇池风景区/融创滇池后海特价双床房,202,近滇池风景区,37,4.8,2
市中心 【初见▪云象】一环同德广场,154,近白云路地铁站,11,4.6,2
优格昆明高铁南站包接送 近呈贡大学城,119,近谊康南路地铁站,3,5.0,2
【秘语】独特风格艺术拍照/地铁口滇池海埂,168,近岷山地铁站,6,4.8,2
知行.大都摩天官渡古镇.地铁口.高清投影.免费停车/白羊,159,None,2,5.0,2
【小日子】近市中心恒隆广场南屏街动物园,208,近穿心鼓楼地铁站,31,4.8,2
【甜先森】近商圈/万达南亚/火车站/儿童医院/空调投影榻榻米,176,None,2,5.0,2
【周木匠•橡木】市中心／傲城抖音打卡拍照／翠湖／南屏街金马坊,188,近交三桥地铁站,19,5.0,2
一环内鼓楼地铁站豪华温馨公寓,172,近穿心鼓楼地铁站,114,4.9,2
【融旅公寓】国防民宿火车站地区尊享豪华大床房,159,None,16,4.7,2
〖一屋｀花开〗翠湖旁/150寸家庭影院,216,近穿心鼓楼地铁站,3,4.5,2
【房事|象右】邂逅法式小屋园西路云大翠湖,238,近火车北站地铁站,3,4.6,2
【三毛一墅】北欧粉色心情大床房 近火车站,168,近昆明火车站地铁站,12,4.7,2
全际优品酒店式公寓(昆明万达广场店)南亚风情第一城全际复式大床房,255,近昆明火车站地铁站,70,4.8,2
（温馨~简居）临近翠湖、南屏街、地铁住宅,188,近潘家湾地铁站,53,5.0,2
呈贡区近万达广场昆明南站七彩云南大学城轻奢公寓月租价格低,126,None,12,5.0,2
云里酒店(昆明大悦城店)南亚风情第一城舒适大床房,219,近环城南路地铁站,73,4.7,2
【住26】财经大学近同德广场温馨一居,191,None,1,5.0,2
近地铁/官渡古镇/斗南花卉/螺蛳湾/新亚洲体育城/现代轻奢风格,136,None,1,4.8,2
近商圈火车站关上会展中心官渡广场步行街美食街沃尔玛超市电影院森林公园宝海公园空调温馨复式大床房,175,近巫家坝地铁站,11,5.0,3
【途优客】琴匽·近文化宫近延安医院一居,218,None,62,4.9,2
逸香.春—轻简时尚双卧套房市中心享一日游,215,近拓东体育馆地铁站,2,5.0,4
【朝花惜拾】欣都龙城/设计师民宿/落地窗,200,None,8,4.7,2
【拾光】（简居）近地铁1号线近商圈大客厅落地窗/螺蛳湾国际商贸城/官渡古镇/云南省大剧院/云大附中,232,None,3,5.0,4
协信天地/星光180/大学城，椰岛冰情主题房,135,None,2,5.0,2
昆明滇池度假区得舍民宿滇池风景区/融创滇池后海曼陀碧落,126,近滇池风景区,6,4.8,4
欧式小清新木质精装麻将房，新房，地铁口，螺狮湾，斗南，南部汽车客运，新亚洲体育城，大学城近地铁4号,223,None,2,5.0,4
红璞假日酒店(昆明银海店)官渡古镇假日双床房,218,近星耀路地铁站,342,4.8,2
【淡.影-远 山】 空调投影大床房,181,近昆明火车站地铁站,6,5.0,2
[素年]超美夜景房，有吊椅，近云大翠湖南屏街，交通便利，多公交地铁，篆新市场旁，可以吃昆明百余种小吃,182,近市体育馆地铁站,21,4.8,2
市中心/翠湖/南屏步行街/复式--北欧,238,近交三桥地铁站,29,4.8,2
【栖悦】财富中心北辰地铁近同德景观房做饭,240,近北辰地铁站,61,5.0,2
天空之境-近顺城市中心南屏街可做饭·投影,284,None,3,4.8,2
闹市区轻奢圆通山翠湖南屏街地铁口红会医院,302,近穿心鼓楼地铁站,21,4.8,4
海伦中心高层、温馨、简约一居室,131,近西苑地铁站,15,4.9,2
【青涩家】22系列北欧榻榻米超适合独处的情侣投影宅,195,None,1,5.0,2
南屏街迷你屋，品牌投影，楼下南强小吃街，南屏街，金马碧鸡坊，昆明老街，近地铁口，昆华医院，,142,None,4,4.6,2
彝舍-昆明火车站，大理、丽江高铁站旁民宿,158,近昆明火车站地铁站,28,4.6,2
肿瘤医院旁步行五分钟/大观公园/地铁口,214,近西苑地铁站,2,4.8,5
昆明玖尚云歌艺术精品酒店官渡古镇悦尚舒适大床房,141,近星耀路地铁站,47,4.7,2
《梵谷&民宿》呈贡大学城/昆明南站（高铁站）第七街区/近昆工/近云师大/Ins清新独立单间空调投影房,158,近谊康南路地铁站,5,5.0,2
昆明天晨大酒店官渡古镇特价大床房,190,近星耀路地铁站,127,4.5,2
昆明荣增民宿呈贡新区/高铁南站经济大床房,57,None,4,4.9,2
昆明春宅尚好艺术精品酒店商学院店高新区悦馨大床房,108,None,9,4.8,2
【星月】大都摩天漫漫公寓 地铁站旁 带空调 洗衣机 免费停车,193,近珥季路地铁站,3,5.0,2
驿舍-昆明火车站，大理、丽江高铁站旁民宿,214,近昆明火车站地铁站,33,4.9,4
【他乡好客•全景飘窗大床房】昆明南站附近/宜和路地铁边/近昆三中/6路公交车/办公区/带茶具/可做饭,206,None,3,5.0,2
长水机场含接送1米8大床真实拍照,96,近机场前地铁站,41,5.0,2
【途优客】醉月·昆明南站斗南商1居2床,176,None,107,4.9,3
昆明玖尚云歌艺术精品酒店官渡古镇悦美风情大床房,157,近星耀路地铁站,57,4.8,2
怡雅阳光酒店(昆明会展中心火车站南广场店)国际会展中心区域怡雅行政套房,251,近福德地铁站,2,5.0,2
长水机场温馨软床含接送实拍,89,近机场前地铁站,58,4.9,2
小井家,276,近穿心鼓楼地铁站,5,5.0,3
大露台大露台近商圈近医院温馨私享落地窗,148,近火车北站地铁站,5,4.7,2
昆明昆安里酒店呈贡新区/高铁南站景观大床房,136,近春融街地铁站,18,4.8,2
长水机场含接送阳光温馨舒适三人间,138,近机场前地铁站,12,4.6,3
【途优客】兮曼·官渡古镇/会展/滇池,258,None,33,4.9,4
昆明雅贝精舍酒店高新区致简格调大床房,263,近梁家河地铁站,6,4.9,2
顾家雅致单间,179,近西部汽车站地铁站,12,4.9,2
(粉红•梦幻)网红拍照/金马坊/南屏街,148,近东风广场地铁站,13,4.6,2
市中心/翠湖/南屏步行街/复式--艺术家,258,近交三桥地铁站,36,4.6,2
【城市记忆】近南屏街/昆华医院/五一路地铁口/顺城购物中心/私人影院/投影设备/有发票/金马碧鸡坊,198,近五一路地铁站,19,4.6,2
昆明凯旋金马大酒店东站地区温馨港湾亲子房,171,近大树营地铁站,16,4.7,3
拾月•蔚蓝/欣都龙城北辰地铁口复式2居室,196,近北辰地铁站,11,5.0,4
昆明泰隆宏瑞公寓火车站地区特惠大床房,205,None,1,4.8,2
昆明城建民宿火车站地区家庭房,214,近环城南路地铁站,11,4.7,3
【如家精选】如家精选酒店(昆明白云路同德广场店)昆明同德广场标准双床房(无窗),275,近白云路地铁站,71,4.9,2
近滇池公园1903.民族村两居室,223,None,1,5.0,4
昆明泰隆宏瑞公寓火车站地区特惠双床房,205,None,1,5.0,2
套房整租近火车站近商圈可做饭机场大巴地铁云溪小院,341,None,5,5.0,4
【途优客】涵海|地铁/金殿世博园,246,None,107,5.0,5
【绿野仙踪】同德广场 地铁口 复古大床房,245,近火车北站地铁站,18,4.7,2
昆明南本酒店火车北站地区特惠大床房,140,None,12,4.7,2
26Life族迹·云南民族创意民宿(昆明别墅店)大商汇民族大床房,125,近日新路地铁站,52,4.7,2
【如家精选】如家精选酒店(昆明滇池万达广场店)南亚风情第一城精选双床房,191,近环城南路地铁站,52,4.7,2
近金马坊忆佳主题公寓方双人间,268,近五一路地铁站,4,5.0,4
滇池旁大商汇儿童医院带花园泡池简约大床房,288,近日新路地铁站,15,5.0,2
昆明凯旋金马大酒店东站地区温馨港湾亲子房,171,近大树营地铁站,16,4.7,3
拾月•蔚蓝/欣都龙城北辰地铁口复式2居室,196,近北辰地铁站,11,5.0,4
昆明泰隆宏瑞公寓火车站地区特惠大床房,205,None,1,4.8,2
昆明城建民宿火车站地区家庭房,214,近环城南路地铁站,11,4.7,3
【如家精选】如家精选酒店(昆明白云路同德广场店)昆明同德广场标准双床房(无窗),275,近白云路地铁站,71,4.9,2
近滇池公园1903.民族村两居室,223,None,1,5.0,4
昆明泰隆宏瑞公寓火车站地区特惠双床房,205,None,1,5.0,2
套房整租近火车站近商圈可做饭机场大巴地铁云溪小院,341,None,5,5.0,4
【途优客】涵海|地铁/金殿世博园,246,None,107,5.0,5
【绿野仙踪】同德广场 地铁口 复古大床房,245,近火车北站地铁站,18,4.7,2
昆明南本酒店火车北站地区特惠大床房,140,None,12,4.7,2
26Life族迹·云南民族创意民宿(昆明别墅店)大商汇民族大床房,125,近日新路地铁站,52,4.7,2
【如家精选】如家精选酒店(昆明滇池万达广场店)南亚风情第一城精选双床房,191,近环城南路地铁站,52,4.7,2
近金马坊忆佳主题公寓方双人间,268,近五一路地铁站,4,5.0,4
滇池旁大商汇儿童医院带花园泡池简约大床房,288,近日新路地铁站,15,5.0,2
昆明云部落民宿滇池风景区/融创滇池后海乐享三人间,223,近滇池风景区,7,4.9,3
#51KohKong北欧Mini大床房,110,None,2,5.0,2
2060显卡32寸屏大都摩天海贼王电竞房,223,近珥季路地铁站,8,5.0,2
同德广场 地铁口 夜景 ins时尚大床房,226,近火车北站地铁站,9,4.6,2
“三颗痣”昆明站旁地铁环城南路站口自助入住洗衣做饭,340,近环城南路地铁站,99,4.9,4
【栖悦】同德现代简约撞色空调大床阳光房,230,近白云路地铁站,9,5.0,2
【浅韵】民族风格空调房/地铁口超市滇池,148,近岷山地铁站,2,4.9,2
市中心 【初见▪云象】一环同德广场,154,近白云路地铁站,11,4.6,2
【花容·山语】投影/浴缸/地铁/医院/三中,206,None,1,5.0,2
【告白】浴缸 投影仪一分钟地铁口 二次元  【宿颜】,198,近岷山地铁站,91,5.0,2
（楠舍）南屏街昆华医院（可停车）,220,近五一路地铁站,12,5.0,2
魅力小栈/近地铁/官渡古镇/螺蛳湾/斗南花卉/现代轻奢风格,147,None,4,4.5,2
昆明红河民宿火车站地区简约欧式双床房,116,None,32,4.5,2
昆明湖畔别院主题酒店滇池风景区/融创滇池后海家庭标准间,194,近滇池风景区,38,4.6,3
【清雅】滇池西山海埂/带空调地铁口可做饭,148,近岷山地铁站,1,5.0,2
市中心南屏步行街/Loft观景大床房,238,近五一路地铁站,12,4.8,2
新亚洲体育城（3人大房）,125,None,2,5.0,3
【这有家-南屏305】市中心南屏街金马坊,209,近东风广场地铁站,9,5.0,2
滇池柏悦2室2厅温馨轻奢风落地窗观景房,223,None,1,5.0,3
【青涩家】20格调北欧，超适合独处的浴缸投影公寓宅,193,None,2,5.0,2
南屏街 金鹰 阳光A版一房可住,238,近交三桥地铁站,2,4.9,2
万达广场旁全际优品精装loft公寓,283,近昆明火车站地铁站,10,5.0,2
昆明popod普普豆酒店昆明野生动物园/金殿风景区S大床房,145,近北辰地铁站,63,4.9,2
梦精灵﻿豪华亲子套房高铁南站包接送,159,近谊康南路地铁站,6,4.6,4
【麗枫】麗枫酒店(昆明长水机场店)昆明长水国际机场地区雅致双床房,285,近机场中心地铁站,217,4.8,2
昆明滇池度假区江野连锁花园酒店滇池风景区/融创滇池后海豪华家庭房,189,近西山公园地铁站,237,4.9,3
【格雅】格雅酒店(昆明紫金中心晓东村地铁站店)世纪城地区家庭房,228,None,4,5.0,3
新螺蛳湾甜蜜小窝,98,近南部汽车站地铁站,3,5.0,2
天空之境-近顺城市中心南屏街可做饭·投影,284,None,3,4.8,2
【如家精选】如家精选酒店(昆明翠湖店)翠湖地区商务大床房,240,近潘家湾地铁站,357,4.8,2
滇池旁大商汇儿童医院带花园泡池简约大床房,288,近日新路地铁站,15,5.0,2
绿植园loft,308,近交三桥地铁站,4,5.0,6
【维也纳智好】维也纳智好酒店(昆明国际会展中心巫家坝店)世纪城地区高级大床房,196,近晓东村地铁站,79,4.6,2
昆明三水诚悦酒店世纪城地区商务大床房,218,近昌宏西路地铁站,68,4.9,2
昆明曼·酒店火车站地区高级双床房,228,近塘子巷地铁站,303,4.8,2
昆明天晨大酒店官渡古镇特价大床房,190,近星耀路地铁站,127,4.5,2
近翠湖民大附中云大旁地暖一居两大床房,295,近潘家湾地铁站,74,5.0,4
【流年•时光】轻奢投影大床房 吾悦广场 ,152,近昌源中路地铁站,5,5.0,2
归旅酒店(昆明世纪城官渡古镇店)官渡古镇精品双床房,193,近珥季路地铁站,69,4.8,2
昆明云来大酒店经济开发区附楼主题标准间,231,None,8,4.9,2
【如家】私悦酒店(昆明机场快线人民东路店)东站地区私悦浴缸套房,220,近拓东体育馆地铁站,49,4.6,2
昆明朴舍主题酒店南屏步行街/金马碧鸡坊朴舍观景阁,188,近东风广场地铁站,113,4.6,2
【拉菲】可做饭 家庭亲子 近滇池西山民族村 【宿颜】,248,近滇池国际会展中心,89,5.0,2
昆明谷神安缇大酒店新螺蛳湾地区商务双床房,194,近新亚洲体育城地铁站,78,4.7,2
『拾光』星耀地铁站《温馨复式亲子房》云大附中/星耀国际总部/云南省博物馆/新螺蛳湾国际商贸城/可做饭,239,近星耀路地铁站,11,4.9,4
昆明宏庭花园酒店昆明野生动物园/金殿风景区花荣阁双床房,225,近北辰地铁站,115,4.8,2
昆明宇宁精品公寓酒店云大医院/潘家湾豪华大床房,114,近潘家湾地铁站,60,4.5,2
【全季】全季酒店(昆明国际会展中心店)国际会展中心区域高级双床房,332,None,3,5.0,2
昆明蝶花恋主题酒店国际会展中心区域蝶·海洋之恋(无窗),222,近福德地铁站,1,4.0,2
【三毛一墅】昆明站城市民宿·别样芸大床房（此房间为活动房间实际入住以安排为准）,138,近环城南路地铁站,19,4.7,2
昆明归素·归愫独栋别墅(分店)滇池风景区/融创滇池后海海岸记忆·原木简约标准房,290,近滇池风景区,20,4.8,2
昆明亚美丽嘉酒店官渡古镇奢爱之恋双床房,151,近星耀路地铁站,1,4.8,2
欣欣one民宿 （温馨爱） 西山区万达广场  近昆明火车站/地铁站/南亚风情/金马碧鸡坊 ,224,近昆明火车站地铁站,34,5.0,2
【四季柔光酒店】云之尚四季柔光酒店(昆明翠湖云大医院店)云大医院/潘家湾柔光迷你大床房,175,None,55,4.8,2
【维也纳】维也纳酒店国际会展中心区域豪华双床房,278,None,14,4.8,2
昆明南本酒店火车北站地区轻享大床房,173,None,29,4.4,2
昆明凯旋金马大酒店东站地区温馨雅致大床房,115,近大树营地铁站,152,4.7,2
昆明蒲桃民宿滇池风景区/融创滇池后海伽葉,204,None,7,5.0,2
【如家精选】如家精选酒店(昆明滇池万达广场店)南亚风情第一城精选商务房,191,近环城南路地铁站,63,4.7,2
【栖悦】财富中心北辰地铁近同德景观房做饭,240,近北辰地铁站,61,5.0,2
昆明宏庭花园酒店昆明野生动物园/金殿风景区花荣阁双床房,225,近北辰地铁站,115,4.8,2
昆明宇宁精品公寓酒店云大医院/潘家湾豪华大床房,114,近潘家湾地铁站,60,4.5,2
【全季】全季酒店(昆明国际会展中心店)国际会展中心区域高级双床房,332,None,3,5.0,2
昆明蝶花恋主题酒店国际会展中心区域蝶·海洋之恋(无窗),222,近福德地铁站,1,4.0,2
【三毛一墅】昆明站城市民宿·别样芸大床房（此房间为活动房间实际入住以安排为准）,138,近环城南路地铁站,19,4.7,2
昆明归素·归愫独栋别墅(分店)滇池风景区/融创滇池后海海岸记忆·原木简约标准房,290,近滇池风景区,20,4.8,2
昆明亚美丽嘉酒店官渡古镇奢爱之恋双床房,151,近星耀路地铁站,1,4.8,2
欣欣one民宿 （温馨爱） 西山区万达广场  近昆明火车站/地铁站/南亚风情/金马碧鸡坊 ,224,近昆明火车站地铁站,34,5.0,2
【四季柔光酒店】云之尚四季柔光酒店(昆明翠湖云大医院店)云大医院/潘家湾柔光迷你大床房,175,None,55,4.8,2
【维也纳】维也纳酒店国际会展中心区域豪华双床房,278,None,14,4.8,2
昆明南本酒店火车北站地区轻享大床房,173,None,29,4.4,2
昆明凯旋金马大酒店东站地区温馨雅致大床房,115,近大树营地铁站,152,4.7,2
