民宿标题,价格,地利,评论数,得分,适合居住人数
阳朔西街阳光北欧风家庭房,131,None,12,4.9,3
〔陈舍寓见美好〕七星公园/漓江/东西巷,474,近七星景区,4,5.0,7
阳朔鸟语花香1·5米迷你大床房 ,97,None,74,5.0,2
微澜豆蔻江景大床房-免费停车/城中心/象山/桂林火车站/正阳步行街/东西巷 步行即可,218,近火车南站,28,4.8,2
【静苑·素雅】52近西街//可渡轮/可月租近西街/可停车,123,None,37,4.8,2
文艺新风•大床+沙发床/市中心/投影巨幕,176,近两江四湖,14,4.9,2
淋月·园景投影房,277,None,3,5.0,2
依庐居东西巷两江四湖/超级江景/江山如画,582,近七星景区,8,5.0,2
漓江江景花园/步行游两江四湖浪漫大床房,251,近七星景区,18,4.8,2
印象拾光公寓 全新房源 北欧风 免费停车,150,None,9,5.0,2
【柚见】甜柚房 市中心近象鼻山火车站,137,None,7,5.0,2
温馨情侣大床房 近西街/遇龙河/千古情+免费停车或接站+电动车+帮规划旅游线路和代订景点门票,108,None,96,5.0,2
桂林站/北站《听风吟•彩虹堂》家庭套房,446,近火车南站,14,5.0,4
桂林清湖苑精品民宿城中心/象鼻山/两江四湖山水湖景大床房,331,近芦笛岩,70,5.0,2
驿8-依山傍水·阳台观景豪华大床房,193,None,7,5.0,2
观山水岸.阳台观景情侣大床房/近西街/桂林千古情景区+免费停车或接站+电动车+专享定制旅游路线,165,None,6,5.0,2
桂林欢乐颂公寓(高新万达广场店)高新万达广场/高新区商圈乐享豪华大床房,125,近万达广场,67,4.7,2
景致山景阳台双床/遇龙河大门观景空中花园,302,None,13,5.0,2
云景 漓江精华段豪华三人/四人亲子 套房,258,None,12,4.8,4
近西街~十里画廊~千古情~阳朔汽车总站旁~免费停车山景*优质公寓,215,None,70,4.9,4
【鸟语花香】近理工大学七星景区两江四湖象鼻山3居4床2卫,1166,近七星景区,151,4.9,8
象山景区旁，两江四湖边，全新装修！,388,近两江四湖,7,5.0,4
【望野梯田】圆床房（免费接送）,238,None,95,5.0,3
近火车站两江四湖+干净整洁简约帝王双居,364,近火车南站,107,5.0,4
【途悦】一隅静谧大四房 七星万达 漓江边,489,None,1,5.0,8
归舍-漓江/解放桥/两江四湖/十字街/中心广场/东西巷/七星公园/理工大学/WiFi/双床标间,195,近两江四湖,3,4.9,2
十里画廊景区、山景家庭阳台套房（免费停车、免费电动车一架）（注意:此房是两个房间联通的没厅）,322,None,29,4.8,4
归禾酒店公寓(桂林恒大广场店)桂林火车北站/西站/叠彩万达商圈27栋优选大床房,114,近火车北站,35,4.7,2
独秀北舍/瞰靖王府，临东西巷，观两江四湖,388,近两江四湖,8,5.0,6
近遇龙河竹筏漂流码头/网红步道/千古情/免费停车/县城内免费接送一次/阳朔双优民宿/大床房,168,None,9,5.0,2
栖月·西街阳朔公园阳光露台榻榻米大床房；,195,None,27,5.0,2
阳朔西街阳光北欧简约三人间,159,None,5,5.0,3
[漓云拾光]电梯两居两江四湖象鼻山桂林站,298,近芦笛岩,83,4.9,4
近机场兴荣郡幸福巴斯舒适公寓（可做饭）,114,近临桂新区,41,5.0,2
【静苑】46珊瑚橘/落地景观情侣大床房/近西街/码头/漓江景区/免费停车场/赠送船票,271,None,5,5.0,2
桂林站~朵拉公寓 近两江四湖象鼻山步行街,219,近芦笛岩,21,5.0,4
沐光·180°江景花园大床房,332,None,9,5.0,2
朗晴居民宿西街/阳朔公园商业区日式榻榻米房,152,None,8,4.9,2
临湖豪华商务大五间可住9人(近机场免费接送、市政府、两河四湖、医学院、万达、一院两馆、投资发展大厦、,314,None,1,5.0,9
象鼻山 秒到美丽漓江  大三房双卫免费P,269,近火车南站,76,4.9,6
市中心莫兰迪撞色奈落小屋舒适大床,132,近两江四湖,38,5.0,2
桂林火车站+象鼻山[西班牙黑白灰]轻奢洁静2室+好停车,290,None,15,5.0,4
梯田美景纵享丝滑•观景阳台大床房含接送。,158,None,11,5.0,2
印象拾光公寓 万象城 两江四湖 /免费停车/电梯房,150,None,16,4.5,2
【花园洋房】&万达天街近象鼻山七星景区+电梯双卫【爆款】,385,近万达广场,109,4.9,6
近机场高速路兴荣郡清新都市公寓（可做饭）,123,近临桂新区,39,5.0,2
临桂兴荣郡近机场，万达，吾悦广场.市政府一房一厅,151,None,1,5.0,2
[观景露台]+田园轻奢风朋友出行、大家庭出游4室2卫，可停2台车,333,近火车北站,98,5.0,9
万达天街象鼻山【蒂芙尼】印象轻奢4居车位,582,近万达广场,70,4.9,8
漓水驿栈  近西街千古情风景区 可停车,202,None,50,4.9,4
免费入住、糖果公寓简约舒适两房免费停车,129,近临桂新区,12,4.9,4
桂林江畔云宿民宿酒店城中心/象鼻山/两江四湖特价大床房,153,None,18,5.0,2
【半夏】两江四湖旁，奈奈法国轻奢婚纱大床房,140,近两江四湖,16,4.5,2
秦家院民宿(桂林西站店)桂林火车北站/西站/叠彩万达商圈精选标准间,111,None,4,5.0,2
桂林湖畔·忆阁城中心/象鼻山/两江四湖湖景阳台豪华标间,236,近芦笛岩,21,4.7,2
漓江象鼻山风景房近火车站两江四湖,338,None,15,5.0,4
阳朔往来 山景亲子房,207,None,3,4.9,3
步行东西巷两江四湖象鼻山【核心位置】暖黄轻奢电梯大床房,166,近两江四湖,28,5.0,2
【悠家】桂林漓江/山水公园/桂林博物馆/市民广场/桂林大剧院/吾悦广场/温馨2居室,172,None,3,5.0,4
【Q加·舒适】Q加·阳朔西街酒店西街/阳朔公园商业区观景大床房,211,None,77,4.6,2
遇龙河/十里画廊雅致山景亲子间,158,None,9,5.0,3
漓江边近桂林站象鼻山+极奢美式+田园亲子,1378,近火车南站,73,4.9,6
【湛蓝轻奢】近象鼻山七星景区会展中心3室万达蜜舍,312,近万达广场,63,5.0,6
近西街  公园旁  Amber初阳大床  免费停车场  含双早  电车租赁 优惠门票代订,247,None,34,5.0,2
时尚舒适三床房 五分钟到兴坪码头,152,None,4,4.5,4
【优旅】楼下桂林北站/赶车必选住宿/途眠小室/成熟商圈生活便利电梯房,144,None,4,5.0,2
【江畔云宿】清新阳光房-漓江边 两江四湖，象鼻山，伏波山叠彩山，七星公园景区，近北站，医学院，理工大,214,None,28,5.0,2
【低调的奢华】近机场/简欧大三房/可做饭,195,近临桂新区,7,4.9,5
桂林厂舍酒店芦笛岩/鲁家村/西山公园风景区素雅大床房,127,近芦笛岩,7,4.9,2
山景家庭房 近西街/遇龙河/千古情+免费停车或接站+电动车+帮订景点门票+品尝啤酒鱼,134,None,37,5.0,3
玖号民宿/雅致双床房（免费接送机）,148,None,10,4.9,4
阳朔华源普通阳台通家庭房20元人民币背景。,162,None,27,4.9,4
栖泊·西街阳朔公园旁安静北欧风家庭套房,333,None,73,4.9,6
七星温馨精装高档小区3房1厅,318,近尧山,12,5.0,5
桂林欢乐颂公寓(高新万达广场店)高新万达广场/高新区商圈快乐大床房,125,近万达广场,93,4.8,2
殊途万达商圈近七星岩会展象鼻山原木大床房,268,近万达广场,3,5.0,2
推门即西街♥县城内接送站♥古风阳台大床,199,None,27,5.0,2
温馨亲子双床房，享免费停车早餐，有泳池,451,None,1,5.0,2
桂林古镇怡心居田园风Loft复式    ,396,None,3,5.0,6
旅嘉精品民宿(桂林北站店)桂林火车北站/西站/叠彩万达商圈特惠大床房,105,近火车北站,206,4.8,2
全新北欧风格大四房舒适公寓,668,近尧山,23,5.0,8
临湖豪华商务大五间可住9人(近机场免费接送、市政府、两河四湖、医学院、万达、一院两馆、投资发展大厦、,314,None,1,5.0,9
户外达人两房套间邻万达漓江连住三天接站①,245,近火车北站,10,5.0,4
【星河踏月归】近象鼻山桂林站+洁净轻奢文艺亲子，观景阳台就餐好停车,290,None,5,5.0,4
【极奢】近市中心七星景区理工大学4居3卫,1167,近七星景区,107,5.0,10
现代简约大床房,168,近万达广场,19,4.7,2
山景家庭房 近西街/遇龙河/千古情+免费停车或接站+电动车+帮订景点门票+品尝啤酒鱼,134,None,37,5.0,3
【千宿】桂林玖间艺宿城中心/象鼻山/两江四湖简美情怀大床房,247,近两江四湖,51,4.9,2
西班牙轻奢黑白灰【旅游商务皆宜】，近桂林站七星景区广西师范大学,363,None,10,5.0,6
高铁北站恒大广场豪华双床,206,近火车北站,19,4.7,2
【YY不舍】桂林北站.榻榻米家庭套房,283,近火车北站,17,5.0,4
西街府后巷山景网红浴缸大床房,190,None,52,4.9,2
"[轻奢洁静暧黄幸福感]，近漓江边桂林站南溪山医院,电梯3室2卫",312,近火车南站,83,5.0,6
栖心港民宿|桂林北站步行一分钟 恒大广场,165,近火车北站,38,5.0,4
[观景露台]+田园轻奢风朋友出行、大家庭出游4室2卫，可停2台车,333,近火车北站,98,5.0,9
城中心+两江四湖中心红桥旁~榕湖小院4人,502,近芦笛岩,38,4.9,4
【半夏】两江四湖旁，奈奈法国轻奢婚纱大床房,140,近两江四湖,16,4.5,2
阳朔兴坪景榕民宿 温馨标准间,68,None,5,5.0,3
【花园洋房】&万达天街近象鼻山七星景区+电梯双卫【爆款】,385,近万达广场,109,4.9,6
风雅古韵精致大床房-市中心网红民宿-东西巷内-中式庭院-免费停车-免费汉服旅拍 免费私人定制旅行线路,567,None,7,5.0,2
【Q加·舒适】Q加·阳朔西街酒店西街/阳朔公园商业区观景大床房,211,None,77,4.6,2
时尚舒适三床房 五分钟到兴坪码头,152,None,4,4.5,4
阳朔往来 山景亲子房,207,None,3,4.9,3
山水公园/一院两馆/象山景区/桂林国家森林公园/两江四湖/罗湖山水上公园/三室两厅,188,None,1,5.0,6
桂林半江回眸民宿城中心/象鼻山/两江四湖半江·回眸大床房,182,近七星景区,17,4.9,1
「归凡别墅」复式家庭房【致雅】,165,None,None,None,3
漓江畔，近两江四湖，温馨私享,102,近火车北站,5,5.0,2
【低调的奢华】近机场/简欧大三房/可做饭,195,近临桂新区,7,4.9,5
【万达闲心民宿】城中心，近两江四湖，万达旁品质小区,256,None,7,5.0,6
桂林东巷小院民宿城中心/象鼻山/两江四湖豪华精品房,255,近两江四湖,192,4.9,3
龙胜龙脊乐园居龙脊金坑大瑶寨阳光观景大床房,217,None,37,5.0,2
现代简约大床房,168,近万达广场,19,4.7,2
【YY不舍】桂林北站.榻榻米家庭套房,283,近火车北站,17,5.0,4
伴山.七月朴素畅享梯田绿意+民宿私人订制观景台免送+瑶家糯米酒+服装拍照,118,None,75,5.0,2
彦·舍／绿野 两江四湖、漓江边、临江路,118,近七星景区,20,5.0,2
阳朔·西街 似水年华双床房,68,None,20,4.9,2
桂林仔.象鼻山/两江四湖/桂林站步行十分钟到高层电梯江景LOFT双床房,194,近火车南站,11,4.8,4
【柚见】蜜柚 近象鼻山 火车站 两江四湖 超超超大床,137,None,3,5.0,2
简欧风格loft 公寓，商圈美食节在楼下,169,近临桂新区,47,4.8,4
【闲云边】近桂林高铁站象鼻山两江四湖，设计师民宿2室【旅行爆款】,268,None,11,4.9,4
阳朔西街乌布小镇度假公寓,161,None,10,5.0,4
💎免费接送•观景台旁落地窗双床房,178,None,349,4.9,2
阳朔兴坪古镇欣榕民宿-家庭亲子房（二十元人民币背景区 近阳朔高铁站 距兴坪汽车站50米）,112,None,7,4.9,3
风雅古韵精致大床房-市中心网红民宿-东西巷内-中式庭院-免费停车-免费汉服旅拍 免费私人定制旅行线路,567,None,7,5.0,2
【星河踏月归】近象鼻山桂林站+洁净轻奢文艺亲子，观景阳台就餐好停车,290,None,5,5.0,4
近医院大客厅落地窗,368,None,14,4.9,5
近医院大客厅落地窗,368,None,14,4.9,5
近大学，温馨超大双床房，享免费停车有泳池,374,None,10,5.0,2
阳朔漓苑小筑,288,None,51,4.9,2
桂林东巷小院民宿城中心/象鼻山/两江四湖豪华精品房,255,近两江四湖,192,4.9,3
【万达闲心民宿】城中心，近两江四湖，万达旁品质小区,256,None,7,5.0,6
【静苑】45森林绿/落地景观情侣大床房/近西街/码头/漓江景区/免费停车场/赠送船票,138,None,5,5.0,2
星玉雅致大床房，近西街，免费停车,128,None,12,5.0,2
阳朔西街星馨·檀颂酒店西街/阳朔公园商业区梨云·精致双床房,362,None,6,4.8,2
【温馨双床双人房】阳朔西街/网红INS风/温馨双床双人房/距西街40米/交通方便【阳朔蜗居民宿】,97,None,78,5.0,2
复式家庭影院房/两江四湖/象鼻山桂林站旁,161,近火车南站,12,4.9,2
【途悦 露台】轻奢LOFT复试楼 万象城,1050,None,1,4.8,10
富景海派简约loft公寓，有厨房有阳台,120,近临桂新区,15,4.9,2
万达旁棠棣水墨新中式大三房 象鼻山两江四湖,451,近万达广场,24,4.9,6
北站#乾景3热带雨大一居超级干净好停车,155,近火车北站,9,5.0,3
龙胜龙脊乐园居龙脊金坑大瑶寨阳光观景大床房,217,None,37,5.0,2
桂林花生唐精品公寓1/近医学院/近市政府/近机场,179,近临桂新区,14,5.0,4
【悠家】桂林市中央公园丨花生糖广场丨一院两馆丨桂林飞虎公园丨山水公园丨丨吾悦广场丨万达广场丨吾悦广场,156,None,2,5.0,4
悦莱公寓 繁华步行街旁 近两江四湖,328,近两江四湖,63,5.0,4
桂林厂舍酒店芦笛岩/鲁家村/西山公园风景区榻榻米亲子大床房,121,近芦笛岩,4,5.0,2
桂林A+源宿会展中心/七星公园景区临江·仰望星空全江景榻榻米房,362,近七星公园,24,4.9,2
桂林半江回眸民宿城中心/象鼻山/两江四湖半江·江景双床房,416,近七星景区,10,4.6,4
桂林北站恒大广场，情侣浪漫圆床系列,147,近火车北站,1,5.0,2
桂林厂舍酒店芦笛岩/鲁家村/西山公园风景区特惠大床房,112,近芦笛岩,41,4.8,2
阳朔喜宁阁民宿遇龙河国家级旅游度假区山景大床房,268,None,22,4.8,2
汉唐·馨阁酒店(桂林七星公园房车店)会展中心/七星公园景区豪华房车,287,近七星景区,119,4.9,2
遇龙河/十里画廊山景亲子间,138,None,1,5.0,3
象鼻山两江四湖旁【运和酒店】民宿大床房,144,None,4,5.0,2
桂林清湖苑精品民宿城中心/象鼻山/两江四湖山水湖景家庭房,397,近芦笛岩,25,4.9,3
相沫民宿-粉黛草大床房/市中心近东西巷+咨询时段免费停车+免费旅行私人定制,134,近两江四湖,50,4.7,2
桂林半闲庭酒店会展中心/七星公园景区山景大床房,260,近七星景区,5,4.9,2
「归凡别墅」阳台大床房【致雅】,146,None,None,None,2
【双床双人房】阳朔西街/网红INS风/榻榻米loft双床/距西街40米/近十里画廊【阳朔小毛驴民宿】,96,None,76,4.8,2
阳朔小王民宿宋城千古情景区千古情阳光田园双床房,92,None,19,4.9,2
桂林漓江绘景美宿城中心/象鼻山/两江四湖绘江江景舒适大床房,437,近七星景区,5,5.0,2
桂林依庐居民宿城中心/象鼻山/两江四湖江山领秀,225,None,4,4.8,2
「归凡别墅」阁楼大床房【致真】,157,None,None,None,2
明月园景大床房/近芦笛岩/中心广场/东西巷/象鼻山/可住2人,247,None,None,None,2
伴山.七月朴素畅享梯田绿意+民宿私人订制观景台免送+瑶家糯米酒+服装拍照,118,None,75,5.0,2
筱筑民宿(阳朔西街店)西街/阳朔公园商业区舍汀民族风大床房,141,None,38,4.7,2
隐悦酣舍民宿（广西师大育才校区店会展中心/七星公园景区景致双床套房,351,近尧山,2,5.0,2
【三房二厅二卫北欧风格】近医院近花生唐购物中心近市政府整套北欧ins风大宅大客厅,229,None,2,5.0,6
果果的燕窝·别墅 大梦想标间,208,None,None,None,2
【花园洋房】近象鼻山七星景区体育中心+万达天街大3居电梯2卫,509,None,10,4.9,6
阳朔水晶阁度假酒店印象刘三姐景区丽景阳台双人房,159,None,161,4.6,2
阳朔往来酒店乌布小镇/阳朔汽车总站特色禅静标准间,162,None,11,4.6,2
漓云拾光（市中心两江四湖，可接机，电梯房,292,近芦笛岩,65,4.9,4
【拖+带◇】桂林北站.品质家庭套房,286,近火车北站,52,4.9,5
【城堡花园小区】近七星景区体育中心&万达广场极奢洁静3居室,333,None,16,5.0,6
万达旁棠棣水墨新中式大三房 象鼻山两江四湖,451,近万达广场,24,4.9,6
阳朔象山国际大酒店乌布小镇/阳朔汽车总站特惠标间,217,None,20,4.8,2
【白鹿小院】近西街/ins风大床/带榻榻米/免费停车,241,None,22,4.8,2
【哈瓦那椰林】洁癖三房&近象鼻山两江四湖,721,近万达广场,173,5.0,6
桂林未见雨江景民宿桂林火车北站/西站/叠彩万达商圈豪华江景家庭房,291,近火车北站,27,5.0,3
有点意思客栈~温馨标准间,67,None,8,5.0,3
【悠家】万达广场三居室·近两江四湖象鼻山·融创国际旅游度假区优选·家庭出游·方便停车· 可做饭·,244,None,3,5.0,6
东西巷/日式雅悦景观房/独秀峰/王城景区,389,近两江四湖,4,4.8,2
[漓云拾光]电梯两居两江四湖象鼻山桂林站,298,近芦笛岩,83,4.9,4
【湖畔别墅】步行两江四湖湖景家庭房,569,近芦笛岩,58,5.0,3
桂林半闲庭酒店会展中心/七星公园景区园景露台双床房,258,近七星景区,9,4.9,2
东西巷/玖间/北欧轻奢景观房/独秀峰景区,389,近两江四湖,7,5.0,2
【星河踏月归】近象鼻山桂林站+洁净轻奢文艺亲子，观景阳台就餐好停车,290,None,5,5.0,4
全新北欧风格大四房舒适公寓,668,近尧山,23,5.0,8
【陈舍欢聚时光】毗邻公园/漓江/东西巷/两江四湖/理工大学,507,近七星景区,34,4.9,9
隐悦酣舍民宿（广西师大育才校区店会展中心/七星公园景区雅致豪华双床房,268,近尧山,15,5.0,2
「归凡别墅」阳光标准房【致雅】,146,None,None,None,2
阁楼书香传世名画近象鼻山七星景区理工大学,509,None,9,5.0,8
【大床双人房】阳朔西街/网红INS风/榻榻米大床/loft大床/距西街40米/【阳朔小毛驴民宿】,69,None,96,4.8,2
漓上郡府精品酒店城中心/象鼻山/两江四湖榻榻米复式阁楼双卧套房,369,近七星景区,41,4.9,4
漓江江景花园/步行游两江四湖阳台双床房,368,近七星景区,19,4.8,2
桂林清湖苑精品民宿城中心/象鼻山/两江四湖山水湖景大床房,331,近芦笛岩,70,5.0,2
【十里画廊+千古情】+阳朔旅游攻略=起飞的鸟 ins风,209,None,7,5.0,2
万达旁棠棣之华美式大三房 象鼻山两江四湖,472,近万达广场,21,4.9,6
【皇家园林】火车站两江四湖周边植物园内高端阳台大床房,491,None,38,5.0,2
【极奢】近市中心七星景区理工大学4居3卫,1167,近七星景区,107,5.0,10
依庐居东西巷两江四湖/超级江景/江山如画,582,近七星景区,8,5.0,2
桂林漓江畔·晚居小屋城中心/象鼻山/两江四湖海松·江景榻榻米大床房,529,近七星景区,17,4.9,2
阳朔花栖花艺主题民宿宋城千古情景区连翘·双床,155,None,65,4.9,2
【橙途】千山近悦画中画  万象城 桂林站,229,None,None,None,2
汉唐·馨阁酒店(桂林七星公园房车店)会展中心/七星公园景区栖霞家庭房,836,近七星景区,2,4.9,3
朔山居·七星揽月(桂林七星公园店)会展中心/七星公园景区襟江阁,954,近七星景区,2,5.0,2
桂林禅云舍酒店芦笛岩/鲁家村/西山公园风景区山景豪华双床房,316,近芦笛岩,3,4.5,2
龙胜龙脊乐园居龙脊金坑大瑶寨阳光观景大床房,217,None,37,5.0,2
阳朔嘉艺隆民宿宋城千古情景区蝶恋花温馨大床房,96,None,7,4.8,2
漓江边市中心整栋别墅8间室整租(提供接站、接机服务+啤酒鱼8折）,1029,None,19,4.8,18
阳朔象山国际大酒店乌布小镇/阳朔汽车总站商务标准房,290,None,1,5.0,2
【隐园】阳朔十里画廊遇龙河畔·阳台大床房,297,None,80,4.9,2
【苏溪微舍】月·静谧大床房/西街千古情,246,None,40,5.0,2
近商圈  像本地人一样的生活『闺蜜房,206,None,3,5.0,3
两江四湖西山景区亲子套房（含早）,958,近芦笛岩,1,5.0,4
汉唐·馨阁酒店(桂林七星公园房车店)会展中心/七星公园景区龙隐家庭套房,933,近七星景区,7,4.9,4
桂林漓想民宿城中心/象鼻山/两江四湖一室一厅套房,208,None,None,None,2
陌上·山角书屋民宿(阳朔西街店)西街/阳朔公园商业区精致阳台大床房,160,None,101,4.8,2
十里画廊景区、山景家庭阳台套房（免费停车、免费电动车一架）（注意:此房是两个房间联通的没厅）,322,None,29,4.8,4
醉.美西街浴缸大床房/近遇龙河 + 浴缸膜+免费停车+接阳朔汽车站+旅游订制+特价门票,198,None,35,5.0,2
【桃花江】全新200平北欧时尚轻奢公寓,888,近芦笛岩,48,5.0,10
阳朔高铁专线站汽车站十里画廊山景标间,92,None,16,4.9,2
亲子豪宅，树屋城堡300平私家花园庭院，一分钟漓江别墅，连住包接，儿童厨房滑梯秋千，换装，火箭木屋,680,None,4,5.0,8
三姐故事•初缘美宿城中心/象鼻山/两江四湖浔州府.复古雅致大床房,601,None,11,5.0,2
桂林漓江绘景美宿城中心/象鼻山/两江四湖漓江江景休闲大床房,563,近七星景区,1,5.0,2
桂林江畔别院城中心/象鼻山/两江四湖淋月园景投影房,268,近火车南站,30,4.7,2
桂林半闲庭酒店会展中心/七星公园景区书香舒适大床房,203,近七星景区,5,4.5,2
三姐故事•初缘美宿城中心/象鼻山/两江四湖梧州府.复古雅致双床房,601,None,11,5.0,2
【风与蓝天】桂林站+象鼻山+两江四湖&文艺清新美式风双卫大四居好停车近商圈,574,None,2,5.0,8
桂林清湖苑精品民宿城中心/象鼻山/两江四湖全景浪漫圆床房,596,近芦笛岩,3,5.0,2
近西街温馨私享房,60,None,5,5.0,2
山栖影院大床房丨近西街丨楼顶泳池丨投影丨浴缸丨ins风丨性冷淡丨北欧风丨山脚丨日出丨楼顶全景C,361,None,4,5.0,2
临湖豪华商务大五间可住9人(近机场免费接送、市政府、两河四湖、医学院、万达、一院两馆、投资发展大厦、,314,None,1,5.0,9
【皇家园林】桂林火车站两江四湖周边植物园内高端阳台双床房,491,None,28,5.0,2
（免费无边际观景泳池！）温馨大床套房 （一房一厅）/免费赠送西街渡轮票一次 优惠温泉六折,483,None,330,5.0,2
高铁专线站十里画廊遇龙河入口附近小清新大床房,88,None,1,5.0,2
桂林洛瑞公寓芦笛岩/鲁家村/西山公园风景区山景行政大床房,354,None,1,5.0,2
桂林绿舍江畔小院旅行酒店城中心/象鼻山/两江四湖精品景观大床房,385,近两江四湖,16,4.8,2
桂林半闲庭酒店会展中心/七星公园景区园景露台亲子房,319,近七星景区,5,5.0,3
近高铁专线站汽车南站十里画廊遇龙河入口小清新大床房,88,None,2,5.0,2
桂林漓江畔·晚居小屋城中心/象鼻山/两江四湖玄青·复古大床房,335,近七星景区,56,5.0,2
桂林闫老师的小院城中心/象鼻山/两江四湖春萌,466,None,3,5.0,2
阳朔西街旁董小姐迷你大床房近电视塔公园,86,None,11,5.0,2
漓上郡府精品酒店城中心/象鼻山/两江四湖景观复式阁楼双卧套房,406,近七星景区,18,4.9,4
棠棣之华全新装修／近高新万达广场／两江四湖／象鼻山景区／桂林会展中心／七星公园／,379,None,16,5.0,4
十字街/东西巷/两居三床北欧风/投影设备,515,近两江四湖,35,5.0,6
「归凡别墅」标准双人房【致朴】,131,None,None,None,3
漓上郡府精品酒店城中心/象鼻山/两江四湖北欧·家庭双卧套房,516,近七星景区,12,4.9,4
近西街温馨私享迷你房,66,None,15,5.0,1
阳朔西街/十里画廊/森生不息ins风,153,None,44,5.0,2
临江有闲别院酒店(桂林两江四湖店)城中心/象鼻山/两江四湖悦江江景露台大床房,761,近七星景区,20,4.9,2
桂林依庐居民宿城中心/象鼻山/两江四湖江山多娇亲子房,521,近七星景区,12,5.0,3
桂林泊舟Bonjour民宿芦笛岩/鲁家村/西山公园风景区观山豪华大床房,746,近芦笛岩,5,5.0,2
阳朔水晶阁度假酒店印象刘三姐景区精致阳台母子间,195,None,27,4.9,2
隐悦酣舍民宿（广西师大育才校区店会展中心/七星公园景区榻榻米亲子套房,392,近尧山,3,5.0,3
龙胜瑶王居全景民宿瑶王兄台标准房,96,None,3,5.0,2
近阳朔十里画廊遇龙河高铁专站汽车站小清新田园大床房,102,None,1,5.0,2
临江有闲别院酒店(桂林两江四湖店)城中心/象鼻山/两江四湖慕夕江景轻奢大床房,753,近七星景区,10,5.0,2
近西街  公园旁  Amber初阳大床  免费停车场  含双早  电车租赁 优惠门票代订,247,None,34,5.0,2
桂林北站漓江烟雨&清新似梦+【将麻】电梯双卫,260,近火车北站,50,4.9,6
【玖居半山】觅蓝 ｜  铁艺大床房  · 免费停车场,87,None,19,5.0,2
阳朔203040民宿西街/阳朔公园商业区山景阳台双床房,191,None,60,4.8,2
门口免费停车，龙脊金坑湾看日出阳台情侣房,208,None,35,4.9,2
轻奢影院大床房丨泳池丨投影丨浴缸丨漓江,456,None,7,5.0,2
【奶茶】民宿 清新北欧风 临桂新区滟澜山,318,近临桂新区,7,5.0,6
【蜜蜂民宿】伍号 情侣大床房/近火车站/王城景区/两江四湖/象鼻山/高新万达/步行游漓江,168,None,None,None,2
龙脊金坑馨嘉源/梯田阳台双人间,205,None,1,5.0,2
阳朔壹瓯茶居酒店西街/阳朔公园商业区云间·阳台大床房,392,None,97,4.8,2
明月精品双床房/近芦笛岩/中心广场/东西巷/象鼻山/可住2人,285,None,None,None,2
【花筑】走1分钟到阳朔西街+含早餐+漓江边|遇龙河|乌布小镇|舍野大床房,357,None,58,5.0,2
桂林新龙暖舍-电梯精致宽敞明亮三居,274,近临桂新区,9,5.0,6
阳朔威莱酒店乌布小镇/阳朔汽车总站天台浪漫圆床房,202,None,2,5.0,2
上希·见山舍,2399,近两江四湖,3,5.0,4
推门即西街♥县城内接送站♥古风阳台大床,199,None,27,5.0,2
阳朔喵小屋近西街,163,None,52,4.6,4
兴荣郡近机场市政府简欧风、可做饭好停车,133,近临桂新区,8,4.7,2
【星河踏月归】近象鼻山桂林站+洁净轻奢文艺亲子，观景阳台就餐好停车,290,None,5,5.0,4
全新北欧风格大四房舒适公寓,668,近尧山,23,5.0,8
【陈舍欢聚时光】毗邻公园/漓江/东西巷/两江四湖/理工大学,507,近七星景区,34,4.9,9
隐悦酣舍民宿（广西师大育才校区店会展中心/七星公园景区雅致豪华双床房,268,近尧山,15,5.0,2
「归凡别墅」阳光标准房【致雅】,146,None,None,None,2
阁楼书香传世名画近象鼻山七星景区理工大学,509,None,9,5.0,8
【大床双人房】阳朔西街/网红INS风/榻榻米大床/loft大床/距西街40米/【阳朔小毛驴民宿】,69,None,96,4.8,2
漓上郡府精品酒店城中心/象鼻山/两江四湖榻榻米复式阁楼双卧套房,369,近七星景区,41,4.9,4
漓江江景花园/步行游两江四湖阳台双床房,368,近七星景区,19,4.8,2
桂林清湖苑精品民宿城中心/象鼻山/两江四湖山水湖景大床房,331,近芦笛岩,70,5.0,2
【十里画廊+千古情】+阳朔旅游攻略=起飞的鸟 ins风,209,None,7,5.0,2
万达旁棠棣之华美式大三房 象鼻山两江四湖,472,近万达广场,21,4.9,6
【皇家园林】火车站两江四湖周边植物园内高端阳台大床房,491,None,38,5.0,2
【极奢】近市中心七星景区理工大学4居3卫,1167,近七星景区,107,5.0,10
依庐居东西巷两江四湖/超级江景/江山如画,582,近七星景区,8,5.0,2
「归凡别墅」阳台大床房【致雅】,146,None,None,None,2
【双床双人房】阳朔西街/网红INS风/榻榻米loft双床/距西街40米/近十里画廊【阳朔小毛驴民宿】,96,None,76,4.8,2
阳朔小王民宿宋城千古情景区千古情阳光田园双床房,92,None,19,4.9,2
桂林漓江绘景美宿城中心/象鼻山/两江四湖绘江江景舒适大床房,437,近七星景区,5,5.0,2
桂林依庐居民宿城中心/象鼻山/两江四湖江山领秀,225,None,4,4.8,2
「归凡别墅」阁楼大床房【致真】,157,None,None,None,2
明月园景大床房/近芦笛岩/中心广场/东西巷/象鼻山/可住2人,247,None,None,None,2
伴山.七月朴素畅享梯田绿意+民宿私人订制观景台免送+瑶家糯米酒+服装拍照,118,None,75,5.0,2
筱筑民宿(阳朔西街店)西街/阳朔公园商业区舍汀民族风大床房,141,None,38,4.7,2
