民宿标题,价格,地利,评论数,得分,适合居住人数
每日消毒.涟居砂之船地铁口.直达南站夫子庙东南大学城景两居-单间2,191,近秣周东路地铁站,13,4.8,2
【十七筑】夫子庙/新街口/商圈Loft,197,近三山街地铁站,13,5.0,4
南京海铭远酒店公寓河西/万达广场/龙江地区乐享双床房,255,近集庆门大街地铁站,43,4.8,4
【礼&遇】暖暖  夫子庙景区内/近老门东、水游城/一号线直达/巨幕投影/可做饭/精致一居,240,None,15,5.0,3
清新淡雅大床房丶苏宁/途牛/徐庄软件园,210,近苏宁总部·徐庄地铁站,15,4.8,2
『纯白 』小清新风 新街口德其广场旁艾尚天地楼上 48平 高层落地窗百寸影院民宿,278,None,1,5.0,2
玄武湖南京站国展 日式投影暖系两室大床房,321,近南京林业大学·新庄地铁站,26,4.9,4
住摩洛哥风 逛秦淮夫子庙&总统府&老门东&近新街口 可寄存行李,191,近夫子庙地铁站,29,4.8,2
近南京站，3号线地铁直达，毗邻会展中心，玄武湖，中山陵，鸡鸣寺，近湖南路，新街口商圈,175,近小市地铁站,19,5.0,2
半宅·一间|近地铁夫子庙水游城大露台浴缸,280,近夫子庙地铁站,14,4.9,2
度小夜| 一纸情书 双床&MAX投影 新街口夫子庙珠江路地铁旁儿童医院,219,近珠江路地铁站,1,5.0,4
【阅江楼】峰云府热河路长江大桥温馨北欧风,227,近南艺·二师·草场门地铁站,6,5.0,2
每日消毒｜奥体元通儿童医院/新中式两房,245,近永初路地铁站,57,4.9,4
半宅·和风|双地铁|夫子庙水游城茂业天地,244,近夫子庙地铁站,2,5.0,2
工业大学警官学院10号线地铁奥体夫子庙,246,近南京工业大学地铁站,10,5.0,4
一念倾城·ins风·IMAX百寸影音大床房（招商花园城ipark公寓）,136,None,10,5.0,2
「壹茉」桑茶/新街口夫子庙珠江路地铁旁,180,近珠江路地铁站,7,4.9,2
南京南站夫子庙雨花台都很近的七彩三床房,166,近卡子门地铁站,12,4.8,4
『沐城』水瓶甜系 /邻钟山风景区 南博 南京站 军区总院 总统府 玄武湖 地铁,142,None,8,4.9,2
【忬兮】玄武湖/狮子桥/南京大排档/双床,222,近鼓楼地铁站,15,4.9,2
【静谧】喜年花生唐小市地铁站三号线百寸投影/南京站/玄武湖/夫子庙/老门东/新街口/南京大屠杀纪念馆,213,近小市地铁站,22,4.9,2
简约北欧夫子庙地铁口秦淮河风光两室一厅可开票,298,近夫子庙地铁站,11,4.9,4
南站夫子庙/老门东4人三床家庭闺蜜游 可停车做饭,187,近卡子门地铁站,17,4.9,4
【亚朵】南京玄武门亚朵酒店玄武湖湖南路地区高级大床间,384,近新模范马路地铁站,1394,4.9,1
夫子庙奥体近中华门地铁站驿栈到邸公寓大床,216,近中华门地铁站,302,4.8,2
福森酒店公寓(南京招商1872店)新港/栖霞山景区商务大床房,123,近迈皋桥地铁站,170,4.8,2
复古轻奢风带浴缸丨IMAX巨幕投影双床房丨夫子庙地铁口丨近新街口丨可寄存行李,386,近夫子庙地铁站,40,4.9,4
夫子庙景区温馨一居室(C),217,近夫子庙地铁站,35,4.6,3
南京囍筑·美宿公寓雨花台南京南站地区浮生·日式榻榻米房,187,None,133,4.9,2
『米西诺的画』新街口德基广场艾尚天地楼上 48平高楼层一室一厅女生的拍照花园 百寸超大影院,278,None,6,5.0,2
『米西诺的画』新街口德基广场艾尚天地楼上 48平高楼层一室一厅女生的拍照花园 百寸超大影院,278,None,6,5.0,2
地铁口-南京南-奥体中心-河西CBD中心,266,None,1,5.0,2
【探春】南京夫子庙的落脚点(舒适大床房,134,近夫子庙地铁站,7,4.9,2
【半城】沐色 复古混搭风 新街口夫子庙地,148,近张府园地铁站,19,4.9,2
凯润民宿夫子庙地区时尚大床房,114,近三山街地铁站,9,5.0,2
【未来寓】环宇城两室/省人医/南艺/南审/河海大学,208,近莫愁湖地铁站,14,4.9,3
【天星&轻奢】夫子庙景区内/IMAX私人影院/夜宿秦淮河畔/双地铁直达新街口/中山陵等景区,239,近三山街地铁站,121,5.0,2
舒沁2·夫子庙景区·双地铁·精品两室,421,近夫子庙地铁站,84,4.9,4
新街口商圈近夫子庙总统府温馨智能投影房,242,近珠江路地铁站,18,4.9,2
「九月」倾忆•302 南京南站旁/雨花台/临地铁/近宜家/夜游夫子庙秦淮河老门东/可做饭洗衣干净温馨,146,None,6,5.0,2
漫在A 南京南站/南航/牛首山/夫子庙,285,近翠屏山地铁站,18,4.9,2
半宅青素·4号线|南艺|省妇幼|鼓楼龙江,180,近龙江地铁站,4,5.0,2
 森与海浪 新街口商圈 落地窗 夫子庙,208,近上海路地铁站,9,4.9,2
夫子庙景区/地铁口两室双巨幕IMAX影院房/双地铁/新街口/老门东/明瓦廊/中山陵/灵谷寺/明孝陵,397,近夫子庙地铁站,20,5.0,4
全屋消毒#一抹绿影院双地铁口近南站夫子庙,220,近大明路地铁站,49,4.9,2
【路客】暑期|朴宿逸●和风玄武湖丨玄武湖畔丨紫金山丨鸡鸣寺丨新街口丨1&3号线地铁直达|奥特,156,近云南路地铁站,29,4.5,2
【山暮】清雅系IMAX巨幕投影挑高家庭游4人双大床 近夫子庙 南京南站 宜家 地铁口旁,314,近卡子门地铁站,3,4.9,4
【梦丽莎】南京南站/复式三床/带投影,170,近大明路地铁站,23,4.8,3
【幺家甄选】新街口夫子庙珠江路地铁站/丹凤街/新世界/鼓楼医院/有停车场/金鹰/玄武湖,190,None,3,4.9,2
城市落地窗夜景大床房，宜居2人,181,None,7,4.8,2
【度小夜-烟花易冷】|双床&MAX投影 新街口夫子庙珠江路地铁旁儿童医院,219,近珠江路地铁站,13,4.9,4
禧樾公寓-家庭双床套房（住3-4人可停车）,334,近天元西路地铁站,3,5.0,4
夫子庙老门东旁欧式复古单室套公寓,208,近武定门地铁站,14,4.4,2
【轻奢宿】玄武湖、国展、南林大旁舒心一居,136,None,10,4.9,2
【人间暖阳】温馨两居/巨幕投影/夫子庙旁/地铁直达景区,320,None,5,4.9,2
【半城】「和乐」日系风新街口夫子庙地铁旁,148,近张府园地铁站,20,5.0,2
南京薪然民宿新街口地区/市中心大床房,153,近张府园地铁站,3,5.0,2
【听风】新街口/夫子庙/德基广场/地铁旁/超级私人影院/落地窗,148,None,6,4.9,2
汤山汤城汇LOFT自助式公寓邻近一号温泉,151,近汤山温泉区,9,4.7,2
竹山路地铁站，可免费停车。,223,近竹山路地铁站,14,5.0,4
乐乎·南京南站loft复式公寓夫子庙宜家,294,近大明路地铁站,47,5.0,2
禄口机场落地窗采光单人床24小时免费接送机,165,None,13,4.9,1
逸和精品酒店公寓(南京天隆寺地铁站店)雨花台南京南站地区豪华大标间,180,近天隆寺地铁站,21,4.9,2
闻琴阁二：地铁十号线浦口万汇城奢华新中式,188,近浦口万汇城地铁站,26,4.8,4
"近南京站，3号线地铁直达,近玄武湖，中山陵，鸡鸣寺，近湖南路，新街口商圈",175,近小市地铁站,36,4.8,2
【礼&遇 】风吟  夫子庙景区内/近老门东、水游城/地铁一号线直达/可做饭/跃层电梯公寓,253,近三山街地铁站,39,4.8,3
蜗居.亿 流年 地铁直达 中山陵/南京博物院/总统府/南京理工大学/南京农业大学,174,None,3,5.0,2
"【囍·喜出望外】独栋大宅, 老门东景区内",446,近武定门地铁站,24,4.9,2
空中楼阁.新街口夫子庙附近LOFT时尚简,321,近常府街地铁站,24,4.8,4
复刻时光丨IMAX巨幕影院丨夫子庙地铁口旁丨近新街口丨至南大、德基广场等极便利丨可寄存行李,338,None,27,5.0,2
【景观双床房】近地铁/南京南站/宜家/全景落地窗,279,None,2,5.0,3
『悸动 · 小西几』近夫子庙老门东 直达新街口|轻奢跃层loft IMAX私人影院 |撞色艺术大床房,232,None,2,5.0,2
半宅·颜染|地铁3号线 |网红超大落地窗| 夫子庙秦淮河畔巨幕投影私人影院 | 繁华新街口,260,None,3,4.8,2
南京时代酒店河西/万达广场/龙江地区温馨大床房,159,近江心洲地铁站,305,4.8,2
【呦曦】【景观大床房】·新街口商圈·近地铁1、2,142,近新街口地铁站,4,4.8,2
轻奢(50度灰)投影大床房（中商万豪民宿,200,近云南路地铁站,30,4.7,2
沐霖公寓，复式独立智能一居室公寓,214,近小市地铁站,27,4.7,2
【泊悦•轻居】升龙汇金中心精致温馨大床,148,近永初路地铁站,133,4.9,2
雲の端夢の世界/夫子庙/秦淮畔/新街口/总统府/中山陵/老门东/近中华门/地铁（3号线）,389,None,3,5.0,2
馨韵小栈·近地铁2号线大行宫/西安门站,206,近西安门地铁站,17,4.9,2
六部曲/巨幕投影/珠江路地铁口,168,近珠江路地铁站,15,4.8,2
【北顾】法式轻奢 • 不知冬丨IMAX巨幕影院丨近市中心 新街口 德基丨近夫子庙丨地铁站设计师民宿,174,近张府园地铁站,2,5.0,2
【Tiny Sunshine】夫子庙地铁口&IMAX巨幕影院&市中心新街口&超采光落地窗丨可寄存行李,314,近夫子庙地铁站,120,5.0,2
和璞设计师公寓(南京徐庄软件园店)徐庄软件园/仙林大学城商圈轻奢概念大床房,157,近苏宁总部·徐庄地铁站,390,4.9,2
夫子庙秦淮河，环北市场温馨2室,398,近夫子庙地铁站,16,4.9,6
天隆寺地铁站靠近南京南站爱家公寓,168,近天隆寺地铁站,33,4.8,2
 年轮说&MAX投影两床新街口·夫子庙,343,近大行宫地铁站,2,5.0,4
「壹茉」拾染/新街口夫子庙珠江路地铁旁,168,近珠江路地铁站,9,5.0,2
汐宿 新街口日式榻榻米超大投影温馨小屋,229,近上海路地铁站,27,4.9,2
尚好酒店公寓雨花台南京南站地区悦享全景大床房,151,近花神庙地铁站,211,4.9,2
流金岁月『MUJI风』铁艺风情房 • 雨花客厅筒子楼网红打卡点,175,近天隆寺地铁站,78,4.7,2
私人影院地中海风龙眠大道地铁口城市之光,198,None,1,5.0,2
【驿宿·叁】南京南站·独立客厅·景观卧室·简约ins风·地铁直达夫子庙老门东新街口中山陵总统府玄武湖,182,None,4,5.0,2
[藍胖子08 方便停车]南京站/玄武湖/国展/南林大地铁口精装两居室,234,近南京林业大学·新庄地铁站,26,5.0,4
今日已消毒 南京南站天隆寺大床房,158,近天隆寺地铁站,39,4.8,2
近南京站，3号线地铁直达，毗邻玄武湖，中山陵，鸡鸣寺，近湖南路，新街口商圈,175,近小市地铁站,47,4.8,2
【壹庐】归途  北欧风格/巨幕影院/ 南京南站/新街口/夫子庙/地铁一号线,223,None,2,4.9,2
日系花見 南京南站火车站老门东夫子庙,190,近明发广场地铁站,1,5.0,2
Max投影丨直达新街口，近河西万达，奥体,342,近云锦路地铁站,10,5.0,2
特价浪漫简约房茉忆旧N3.一诚家·夫子庙,146,近武定门地铁站,25,4.9,2
"
诺曼底园•雨花客厅南京南1号线浪漫影院",223,近天隆寺地铁站,33,5.0,2
近南京南站、宜家、老门东夫子庙、总统府【Bilin】 全新升级 北美复古复式影院小屋近地铁3号线近商,206,None,5,5.0,2
『PinkLife』南京南站旁近夫子庙,368,近大明路地铁站,6,4.8,2
「壹茉」余淮/新街口夫子庙珠江路地铁旁,168,近珠江路地铁站,45,4.8,2
夫子庙如驿酒店夫子庙地区温馨大床房,163,近夫子庙地铁站,91,4.8,2
南京凤凰京华大酒店玄武湖湖南路地区轻奢花艺房,249,近云南路地铁站,57,4.7,2
『26°C』吉他～loft夜景落地影院房～南站景枫百家湖～夫子庙新街口～双地铁,238,None,1,5.0,2
萌萌家/南站电梯公寓/日式榻榻米商务差旅/巨幕投影/可加人/,181,None,5,5.0,2
「壹茉」桐梓/新街口夫子庙珠江路地铁旁,168,近珠江路地铁站,28,4.9,2
半城南京-漫岛轻奢复古风新街口夫子庙地铁,148,近上海路地铁站,12,4.8,2
【波西米亚】投影/欢乐谷玛雅海滩/南大/万达茂ins风公寓,148,None,1,5.0,2
【梦中岛屿&长租特惠】MAX投影/近夫子庙/地铁直达新街口商圈 /中山陵 玄武湖鸡鸣寺,246,None,4,5.0,2
彼鲸｜【植物园.现代】新街口商圈市景房 ，巨幕影院MAX，近1号线、3号线，近景区、近德基广场。,170,None,1,5.0,2
免费接送南京禄口机场/地铁简约单人间（部,116,近禄口机场地铁站,236,5.0,1
私人定制影院一号线龙眠大道地铁口城市之光,164,近龙眠大道地铁站,7,4.8,2
【明月公寓】D8南工大站，简约舒适可做饭,125,近南京工业大学地铁站,5,5.0,2
24小时免费接送机~禄口机场附近精品民宿,110,近铜山地铁站,21,5.0,2
【沐时月影】06近地铁新街口夫子庙投影大床房,144,None,2,5.0,2
夫子庙景区内地铁旁精致二居（可住4-6人）,240,None,10,5.0,5
【悦客之家】欧式大床 品质床品 龙眠大道\近地铁\购物商场 交通便利,166,None,3,5.0,2
梧桐寓·影院酒店雨花台南京南站地区机器猫的口袋 IMAX百寸影音大床房,226,近天隆寺地铁站,57,4.9,2
轻奢原宿| 新街口设计师民宿精心挑选床品,132,None,4,4.5,2
IMAX投影房/科巷子/总统府/1912/双地铁直达夫子庙新街口,201,None,23,5.0,2
【曦和】 温馨大床房 近南京南站夫子庙新街口临近三号线一号线/可做饭可洗衣,165,近天隆寺地铁站,5,5.0,2
Primary Impress丨IMAX巨幕影院丨夫子庙地铁旁丨近新街口丨可寄存行李,332,近夫子庙地铁站,26,4.8,2
波西米亚风格 近南京南站夫子庙老门东,206,近明发广场地铁站,2,5.0,2
【忘城】MAX巨幕/新街口/夫子庙/地铁旁/日系榻榻米休闲,148,近张府园地铁站,10,5.0,2
中国风[江南]影院房百寸巨幕投影/喜年花生唐小市地铁站三号线/南京站/玄武湖/夫子庙/门东/新街口,207,None,4,5.0,2
半宅·轻奢|地铁4号线龙江站|南艺省妇幼,198,None,2,5.0,2
【放客民宿8】南京南站投影浴缸,165,近宏运大道地铁站,20,4.7,2
南京禄口国际机场【免费接送机】【大床房】,99,近禄口机场地铁站,89,4.8,2
融遇/市中心/影视/地铁站/民宿/夫子庙,328,近张府园地铁站,3,5.0,2
时尚大床房（大窗）,188,近胜太路地铁站,32,4.9,2
已消毒·涟居仙林大学城苏宁总部日式一居,172,近苏宁总部·徐庄地铁站,32,4.9,2
【Day Dream】新街口两居室·巨幕投影·可做饭·步行可至地铁 美食小吃街,315,None,1,5.0,4
馨韵家舍·近地铁2号线大行宫/西安门站,181,近西安门地铁站,15,4.8,2
南京徽宁小宿新街口地区/市中心温馨单人间,106,None,8,4.9,1
每日酒精消毒｜奥体美式大床房/可做饭停车,283,近永初路地铁站,27,4.7,2
【妧兮】紫峰大厦/玄武湖/湖南路/湖景,220,近鼓楼地铁站,1,5.0,2
【放客民宿15】南京南站投影浴缸,165,近南京南站地铁站,8,5.0,2
【踏青】MAX投影  超赞夜景 夫子庙新街口常府街10分钟步行可达 地铁口,246,None,1,5.0,2
南京南站新街口夫子庙商圈地铁口素白风,193,近天隆寺地铁站,40,4.9,2
醉眠芳草 军区总院南航花园居 南站夫子庙,381,近明故宫地铁站,22,4.9,3
【是云白】近新街口/珠江路地铁站/南大/地铁直达景区,343,None,6,5.0,2
宜佳精品影院酒店雨花台南京南站地区和璞无印良品影音房,237,近宏运大道地铁站,99,4.8,2
"(秦淮民俗)6 夫子庙､南京南站,近宜家",145,近武定门地铁站,12,4.9,2
北欧风龙眠大道地铁口近大学精装大床高清投影房,158,None,3,4.9,2
禄口机场免费接送机,90,None,48,5.0,1
新街口商圈近地铁邻鸡鸣寺玄武湖智能投影房,224,近珠江路地铁站,10,4.7,2
『威廉古堡』MAX投影夫子庙景区旁民宿 近地铁到各大景区/新街口/中山陵,246,None,1,5.0,2
『威廉古堡』MAX投影夫子庙景区旁民宿 近地铁到各大景区/新街口/中山陵,246,None,1,5.0,2
【吉安居】万达茂/欢乐谷/玛雅海滩轻奢大床房,132,None,2,5.0,2
金陵小雅08 新街口||大洋百货||德基广场||高景观||近地铁，可达南京站，总统府，夫子庙等,125,None,2,5.0,2
阳光☀️公寓A-7整套68平·浦口明发,176,近南京工业大学地铁站,11,5.0,2
近玄武湖，地铁直达夫子庙，多媒体度假屋！,136,近岗子村地铁站,12,4.9,2
禄口机场温馨大床房~免费接送,114,None,7,5.0,2
2-紫金山玄武湖地铁三号线太阳宫近国展,159,近南京林业大学·新庄地铁站,62,4.8,2
半宅·青涩|地铁4号线|南艺|鼓楼省妇幼,180,近龙江地铁站,7,4.7,2
南京禄口机场/24H免费接送机/近S1号线/机场线/尊享双床房,230,None,4,5.0,2
南京南站 夫子庙 80蜗居,280,近南京南站地铁站,87,4.8,2
〖兰亭〗南京南站边.（06）绿地云尚公馆,148,近花神庙地铁站,8,5.0,2
全屋消毒#巨幕网红黑白风地铁口近南京南站,237,近大明路地铁站,11,4.9,2
『 野兽派色彩斑斓』新街口德基广场旁艾尚天地楼上 48平落地窗 高楼层大影院民宿,278,None,3,4.7,2
温馨两室一厅，近新街口/夫子庙/妇幼,193,近新街口地铁站,10,5.0,3
「我摘到我的星星啦 」婚纱治愈系摄影民宿/南京交院地铁/晓庄/南广/海事/金科/药科大,135,None,1,5.0,2
"地铁二号线800米，地铁四号线300米
万达茂D座",350,None,18,4.9,2
【初见】一米阳光 南站旁近夫子庙,131,近大明路地铁站,15,4.8,2
地铁3号线，近南京站，玄武湖，新街口，大客厅落地窗,175,None,10,5.0,2
【李纨】南京夫子庙的落脚点(温馨双人房）,159,近夫子庙地铁站,18,4.7,3
地铁口温馨投影影音房,164,近龙眠大道地铁站,7,4.9,3
南京凯文公寓阳光家庭房,268,近竹山路地铁站,30,4.9,6
枫叶居◇夫子庙电梯双卫○热水足零压床垫,349,近三山街地铁站,8,5.0,4
【山野】夫子庙/新街口/地铁口/南京 侘寂风榻榻米设计民宿,320,None,4,5.0,2
一号线龙眠地铁口 直达火车站 观景单室,156,近龙眠大道地铁站,1,5.0,2
『恬静夏日 』新街口德基广场艾尚天地楼上 57平朝南阳光房 享受帐篷的童趣时光 120寸超大影院民宿,261,None,2,5.0,2
幸运草公寓(南京天隆寺地铁站店)雨花台南京南站地区豪华大床房,143,近天隆寺地铁站,211,4.9,2
秦淮河阳台景观投影房/设计师网红民宿/水游城/秦淮河/三山街/新街口商圈,179,None,7,5.0,2
南京路客酒店公寓江宁开发区商务三人间,178,近河定桥地铁站,3,4.9,3
【骏怡】骏怡连锁酒店(南京建邺区云锦路店)河西/万达广场/龙江地区家庭房,173,近云锦路地铁站,11,5.0,3
【路客】月租|Mocha记忆|玄武湖畔|紫金山|鸡鸣寺|新街口|1&3号线地铁直达|奥特莱,179,近小市地铁站,21,4.7,2
【归心&雅朵】大投影复式公寓,238,近南京工业大学地铁站,73,5.0,3
免清洁费｜近南京站 地铁直达｜毗邻玄武湖｜中山陵，鸡鸣寺，近湖南路，新街口商圈,175,None,2,5.0,2
漫在A 南京南站/南航/牛首山/夫子庙,285,近翠屏山地铁站,18,4.9,2
『26°C』吉他～loft夜景落地影院房～南站景枫百家湖～夫子庙新街口～双地铁,238,None,1,5.0,2
『威廉古堡』MAX投影夫子庙景区旁民宿 近地铁到各大景区/新街口/中山陵,246,None,1,5.0,2
免清洁费｜近南京站，地铁直达，毗邻玄武湖，中山陵，鸡鸣寺，近湖南路，新街口商圈,175,None,3,5.0,2
免费接送机  禄口机场/地铁接送精品大床,131,近禄口机场地铁站,204,4.9,2
新房特惠-漫天地铁一号线 直达南京南 新,127,近南京交院地铁站,11,4.8,2
【花筑】时尚便捷｜夫子庙｜钟山风景区｜超大投影｜免费停车｜严格消毒｜暮光,291,近西安门地铁站,4,5.0,2
免清洁费｜近南京站｜地铁直达，毗邻玄武湖，中山陵，鸡鸣寺，近湖南路，新街口商圈,175,None,2,5.0,2
「凯铂公寓」现代侘寂新街口市区德基广场夫子庙玄武湖珠江路地铁旁,168,None,7,5.0,2
【花筑】三山街地铁|夫子庙步行街|明清古建筑|新街口商圈|特色美食|望乡特色大床房,287,近三山街地铁站,45,5.0,2
古都秦淮夫子庙温馨俩居大床房（可住5人）步行到夫子庙5分钟,292,近武定门地铁站,72,5.0,5
近南京站，三号线地铁直达，毗邻玄武湖，中山陵，鸡鸣寺，近湖南路，新街口商圈,175,None,8,5.0,2
彼鲸｜【植物园.现代】新街口商圈市景房 ，巨幕影院MAX，近1号线、3号线，近景区、近德基广场。,170,None,1,5.0,2
IMAX投影房/科巷子/总统府/1912/双地铁直达夫子庙新街口,201,None,23,5.0,2
100寸巨幕IMAX影院房天隆寺1号线,280,近天隆寺地铁站,322,4.9,2
奥体河西儿童医院轻奢影音房,178,近永初路地铁站,84,5.0,2
堡利云尚公寓(南京南站店)雨花台南京南站地区尊享影音房,218,近花神庙地铁站,138,4.7,2
【七更】万达茂商圈|简约私享空间|仙林湖公园|仙林湖地铁站|栖霞山风景区|羊山公园|近欢乐谷,227,None,1,5.0,2
『几木家』ins轻奢风 豪华两室套房 地铁10号线 南京工业大学 青奥,225,近浦口万汇城地铁站,17,5.0,4
【依伴】浪漫微醺私享落地窗湖景，近南京站,240,近新模范马路地铁站,8,5.0,2
奥体中心旁中胜地铁站明基医院旁龙湖时代百寸投影一居室,215,None,3,5.0,2
『恬静夏日 』新街口德基广场艾尚天地楼上 57平朝南阳光房 享受帐篷的童趣时光 120寸超大影院民宿,261,None,2,5.0,2
距南京南夫子庙雨花台都很近的大空间大床房,240,近卡子门地铁站,56,4.9,2
一宿•白茶/巨幕投影/新街口/地铁/南大对面/先锋书店/近儿童医院/狮子桥美食节/艾尚/金鹰/德基,232,None,6,5.0,2
夫子庙 南京南站 新街口 玄武湖 大学城,164,近龙眠大道地铁站,19,4.7,3
『际遇』木之屋 新街口德基广场旁 120寸影院 紫峰大厦景观民宿,261,None,2,5.0,2
『沐城』70度灰 /邻钟山风景区 南博 南京站 军区总院 总统府 玄武湖 地铁,142,None,8,4.7,2
南京南复式轻奢地铁直达新街口夫子庙总统府,278,近宏运大道地铁站,15,4.9,2
【归心&雅朵】大投影复式公寓,238,近南京工业大学地铁站,73,5.0,3
免清洁费｜近南京站 地铁直达｜毗邻玄武湖｜中山陵，鸡鸣寺，近湖南路，新街口商圈,175,None,2,5.0,2
漫在A 南京南站/南航/牛首山/夫子庙,285,近翠屏山地铁站,18,4.9,2
『26°C』吉他～loft夜景落地影院房～南站景枫百家湖～夫子庙新街口～双地铁,238,None,1,5.0,2
『威廉古堡』MAX投影夫子庙景区旁民宿 近地铁到各大景区/新街口/中山陵,246,None,1,5.0,2
免清洁费｜近南京站，地铁直达，毗邻玄武湖，中山陵，鸡鸣寺，近湖南路，新街口商圈,175,None,3,5.0,2
免费接送机  禄口机场/地铁接送精品大床,131,近禄口机场地铁站,204,4.9,2
新房特惠-漫天地铁一号线 直达南京南 新,127,近南京交院地铁站,11,4.8,2
【花筑】时尚便捷｜夫子庙｜钟山风景区｜超大投影｜免费停车｜严格消毒｜暮光,291,近西安门地铁站,4,5.0,2
免清洁费｜近南京站｜地铁直达，毗邻玄武湖，中山陵，鸡鸣寺，近湖南路，新街口商圈,175,None,2,5.0,2
「凯铂公寓」现代侘寂新街口市区德基广场夫子庙玄武湖珠江路地铁旁,168,None,7,5.0,2
【花筑】三山街地铁|夫子庙步行街|明清古建筑|新街口商圈|特色美食|望乡特色大床房,287,近三山街地铁站,45,5.0,2
古都秦淮夫子庙温馨俩居大床房（可住5人）步行到夫子庙5分钟,292,近武定门地铁站,72,5.0,5
近南京站，三号线地铁直达，毗邻玄武湖，中山陵，鸡鸣寺，近湖南路，新街口商圈,175,None,8,5.0,2
彼鲸｜【植物园.现代】新街口商圈市景房 ，巨幕影院MAX，近1号线、3号线，近景区、近德基广场。,170,None,1,5.0,2
南京站玄武湖近1号、3号线/玄武湖/可做饭 家电全/影院超市餐厅商场等配套全/可免费寄存行李/有车场,160,近小市地铁站,5,4.5,2
夫子庙景区内地铁旁精致二居（可住4-6人）,240,None,10,5.0,5
南京山水智客酒店新街口地区/市中心Mini智能客舱房A（无窗）,186,None,26,4.4,2
南京紫玄酒店玄武湖湖南路地区商务影音双床房(无窗),374,近鼓楼地铁站,7,5.0,2
悦安居•观月 智能家居/百寸巨幕/地铁房,290,近珠江路地铁站,5,5.0,2
『熙禾』黑色格调-新街口‖夫子庙‖水游城‖新百商场‖张府园‖巨幕投影‖地铁口旁‖南京南站机场直达,201,近张府园地铁站,4,5.0,2
【伊间金陵】步行夫子庙/精装现代风三居室/全屋消毒/剧本杀/可聚会,327,近夫子庙地铁站,12,4.9,4
南京南站证大喜玛拉雅全悦双床房,219,近宏运大道地铁站,126,4.7,4
梧桐寓·影院酒店雨花台南京南站地区机器猫的口袋 IMAX百寸影音大床房,226,近天隆寺地铁站,57,4.9,2
夫子庙景区/地铁口两室双巨幕IMAX影院房/双地铁/新街口/老门东/明瓦廊/中山陵/灵谷寺/明孝陵,397,近夫子庙地铁站,20,5.0,4
枫叶雅居◇夫子庙电梯双卫○热水足零压床垫,329,近三山街地铁站,25,4.9,4
云立方女生之家超大四人间（夫子庙老门东）,52,近武定门地铁站,74,5.0,1
房屋已消毒绿码入住漫辰度民宿商务湖景房,317,近百家湖地铁站,3,5.0,2
（秦淮）莱茵河畔/IMAX巨幕/夫子庙景区地铁口/近夫子庙景区/总统府/新街口商业中心,389,None,4,5.0,2
免费接送南京禄口机场/地铁简约单人间（部,116,近禄口机场地铁站,236,5.0,1
河西儿童医院/国际博览中心/升龙汇金中心,156,近永初路地铁站,147,5.0,2
南京盛棠优依悦酒店雨花台南京南站地区特价大床房,202,近南京南站地铁站,139,4.8,2
「熙禾」雕刻时光-新街口‖艾尚新百金鹰‖珠江路‖巨幕投影‖夫子庙‖地铁口旁‖南京南站机场直达,201,近珠江路地铁站,10,4.9,2
『PinkLife』南京南站旁近夫子庙,368,近大明路地铁站,6,4.8,2
【粉色回忆】夫子庙/新街口/水游城/俯瞰熙南里/三山街地铁口/ins风 ·精美观景 大床房,229,近三山街地铁站,42,5.0,2
【舍得小栈】南京站红山动物园独卫公寓,111,近红山动物园地铁站,1,5.0,2
「我摘到我的星星啦 」婚纱治愈系摄影民宿/南京交院地铁/晓庄/南广/海事/金科/药科大,135,None,1,5.0,2
『熙禾』闲岁若染-新街口‖艾尚新百金鹰‖珠江路‖巨幕投影‖夫子庙‖地铁口旁‖南京南站机场直达,201,近珠江路地铁站,31,5.0,2
尚好酒店公寓雨花台南京南站地区素年品质大床房,207,近花神庙地铁站,22,5.0,2
「极」木与白的交汇/全景浴缸/万达茂南大,150,近仙林湖地铁站,9,4.9,2
【限期心动】 南京南站&可做饭&近1号线近商圈温馨私享落地窗,232,None,7,5.0,2
驿家酒店式公寓(南京京隆国际店)夫子庙地区豪华三人间,360,近夫子庙地铁站,5,4.9,3
南京心之旅酒店夫子庙地区商务双床房,227,近雨花门地铁站,36,4.4,2
南京升龙汇金久唯公寓轻奢大床房3,228,近永初路地铁站,1,5.0,2
半宅·柏|地铁4号线可达夫子庙新街口|大屠杀|南艺|省妇幼|鼓楼|超清投影奢享一居,268,None,2,3.6,2
IMAX投影房/科巷子/总统府/1912/双地铁直达夫子庙新街口,201,None,23,5.0,2
100寸巨幕IMAX影院房天隆寺1号线,280,近天隆寺地铁站,322,4.9,2
奥体河西儿童医院轻奢影音房,178,近永初路地铁站,84,5.0,2
堡利云尚公寓(南京南站店)雨花台南京南站地区尊享影音房,218,近花神庙地铁站,138,4.7,2
【七更】万达茂商圈|简约私享空间|仙林湖公园|仙林湖地铁站|栖霞山风景区|羊山公园|近欢乐谷,227,None,1,5.0,2
『几木家』ins轻奢风 豪华两室套房 地铁10号线 南京工业大学 青奥,225,近浦口万汇城地铁站,17,5.0,4
【依伴】浪漫微醺私享落地窗湖景，近南京站,240,近新模范马路地铁站,8,5.0,2
奥体中心旁中胜地铁站明基医院旁龙湖时代百寸投影一居室,215,None,3,5.0,2
