民宿标题,价格,地利,评论数,得分,适合居住人数
「挚爱」极简黑白灰/近五一广场地铁口/全屋消毒 安心住/近地铁1号线、2号线近商圈,419,近黄兴广场地铁站,74,4.9,2
马上到家•丛林物语•已消毒/烈士公园省博物馆/浏阳河/世界之窗海底世界/马栏山影视基地/投影方便做饭,246,None,6,5.0,2
【迷鹿】盲盒随机大床房/五一广场/太平老街/IFS/橘子洲/解放西/湘江中路地铁站/房间六选一随机,335,None,3,5.0,2
【o_w民宿•留白】超大落地窗/智能投影仪/可免费寄存行李/开福寺地铁站/靠近五一广场黄兴广场,288,近开福寺地铁站,15,4.8,2
【许公子•西里珀斯】五一广场/IFS/江景房/太平街/解放西路/橘子洲烟花/岳麓山/地铁2号/影院,398,近湘江中路地铁站,39,5.0,4
【一屿•念念】五一广场地铁口投屏江景日式,259,近南湖路地铁站,20,5.0,2
【悠家】湖南广电/世界之窗/会展中心/大众传媒中茂城/松雅湖湿地公园（中式复古风精致两居）,346,近广电世界之窗,12,4.9,3
《向日葵》河西王府井 粉色少女巨幕投影房,250,近金星路地铁站,32,5.0,2
近1号线桂花坪站、麦德龙购物超市、6S汽车街区、楼下有购物超市,167,None,7,5.0,2
五一广场王府井空中花园,218,近黄兴广场地铁站,3,4.8,2
【o_w民宿•拾光】超大一居室/智能投影仪/免费寄存行李/树木岭欧亚达广场树木岭圭塘双地铁站/高铁南,238,近沙湾公园地铁站,2,4.9,2
【沄栖•格雷梅花园】摩洛哥土耳其异域风情,358,近五一广场地铁站,17,4.9,2
旮旯·暖灰空间双床房/近湘雅附一/五一广场/芙蓉广场/烈士公园/省妇幼/泊富广场,295,None,15,4.9,2
【陌上花开】五一广场影院按摩房,322,近五一广场地铁站,118,4.8,2
3号地铁口/万象汇大众传媒/松雅湖长短租,139,近星沙,14,5.0,2
【冬英】民宿 近五一广场林科大凯德广场复古一居室,168,近涂家冲地铁站,39,5.0,2
长沙大道地铁站那年二月青年独卫大床房,128,近长沙大道地铁站,4,4.9,2
【筑梦·光影】19近地铁口/近五一商圈近湘雅医院/功能齐全/观景/全房独享,210,近开福寺地铁站,4,5.0,2
如家酒店公寓(长沙火车站店)五一广场/IFS国金中心/长沙站标准双人间,180,近锦泰广场地铁站,43,4.6,4
马上到家•奇幻空间•已消毒/东怡外国/碧沙湖地铁口/可月租/可聚会/长沙理工/江景房/橘子洲/步行街,246,None,7,5.0,2
长沙品酒店五一广场/IFS国金中心/长沙站品致大床房,600,近培元桥地铁站,1629,4.8,2
【隐庐·星光房520】五一广场国金中心IFS地铁1号2号线/投影浪漫星空爱情房/别墅汉服体验,261,近南门口地铁站,26,4.8,2
【江景简奢】地铁口/洋湖湿地公园近五一广场长沙站/谢子龙艺术馆/洋湖奥克斯中心/智能门锁/专业保洁,198,None,4,5.0,2
【不停】弥朝/复式Loft落地窗IFS国金/解放西/万家丽广场/五一广场/锦泰广场/双地铁口可长短租,286,None,1,5.0,2
长沙澜湖悦酒店五一广场/IFS国金中心/长沙站澜湖悦景双床房,305,近南湖路地铁站,48,4.8,4
每日消毒【黑白】五一广场地铁口坡子街两房一厅,425,近五一广场地铁站,232,4.9,4
梅溪湖临湖轻奢大床房（本栋有多套房源，详情可询）巨幕投影/阳台可看梅溪湖音乐喷泉,270,None,2,5.0,2
米朵揽月（近世界之窗，湖南广电，水利水电职业学院，电力学院，泉塘，国际星城）,150,None,2,5.0,2
长沙美客民宿湖南卫视/世界之窗标准大床房,169,None,9,4.8,2
威廉古堡IFS地铁口复古墨绿色投影大飘窗,306,近五一广场地铁站,9,4.9,2
《自然美宿》含浦洋湖时代福天商业广场近中医药大学，食品药品温馨私享私人影院/投影设备，楼下沃尔玛,189,None,4,5.0,2
三床房【高铁南站】【地铁平阳站】【国际会展中心】【增值税发票】,271,近杜花路地铁站,15,4.6,3
长沙锦城公寓酒店南城省政府商圈豪华套间,152,近友谊路地铁站,5,4.7,4
【盲盒大床房】湘雅附二·市妇幼医院·省儿童医院·配套厨房·可做饭·洗衣机·近步行街·近国金中心,228,None,8,5.0,2
特价舒适大床房（长沙高铁南站店）,102,近长沙火车南站地铁站,115,4.6,2
【舒途美宿-爱在】树木岭/地铁口/高铁站/茶颜悦色/桂花公园,298,None,2,5.0,2
【繁静里•情迷摩洛哥】五一广场/太平街/坡子街/IFS国金商圈/地铁口/江景/大床/超大投影网红民宿,271,近湘江中路地铁站,22,5.0,2
【o_w民宿•落花忆梦】超大落地窗/可免费寄存行李/开福寺地铁站/近五一广场/已消毒,238,近开福寺地铁站,8,5.0,2
佳兴国际珍爱精品单人间,168,近金星路地铁站,8,4.7,2
【严格消毒】星悦居【秋•墨轻】（高铁站免费接送）高铁南站/楼下地铁口/地铁直达五一广场，橘子洲等景区,228,近杜花路地铁站,38,5.0,2
【居里】婚纱上新·近五一广场·高端公寓,288,近北辰三角洲地铁站,71,5.0,2
【o_w民宿•半夏时光】超大落地窗/可免费寄存行李/简约现代ins风/开福寺站/靠近五一广场黄兴广场,238,近开福寺地铁站,8,4.9,2
五一广场地铁1出口，太平老街/国金中心/温馨榻榻米私享私人影院大床房,232,None,2,5.0,2
【隐庐三生三世】今夜特价五一广场国金中心IFS地铁1号2号线/三生三世爱情房/古风汉服体验/民国别墅,201,近南门口地铁站,24,5.0,2
吉米时尚酒店(长沙月亮岛店)望城经济开发区特惠大床房,113,None,7,5.0,2
长沙一米阳光酒店公寓雨花亭/林科大豪华单人间,143,近黄土岭地铁站,36,4.7,2
湘江欢乐城旁洋湖春园小区洋湖百町民宿,311,None,4,5.0,4
【一隅星宿】五一广场烟花江景loft,568,近湘江中路地铁站,48,5.0,2
市中心/近地铁/湘雅医院/万达广场/湘江风光带/临江雅居/免费停车,169,None,3,5.0,3
【北非叠影】五一广场大床房|恒温泳池/摩洛哥风/落地窗/楼下地铁口/高端公寓【海螺小姐】,501,近南湖路地铁站,261,5.0,2
夜的第七章IFS地铁口黑白风落地窗大床房,6405,近五一广场地铁站,24,4.8,2
【谷雨】楼下坡子街火宫殿/五一广场/对面太平街/国金中心IFS/落地窗江景一居,313,None,2,5.0,2
【o_w民宿•七里香】现代主义风/智能投影仪/可免费寄存行李/圭塘树木岭双地铁口/靠近高铁南站,188,近沙湾公园地铁站,7,4.9,2
扶摇江景房,399,None,2,5.0,2
大床房,168,近黄土岭地铁站,5,5.0,2
【美家.云际风情】地铁口/开福寺/五一广场/橘子洲/两房/投影/乳胶床垫/湘雅附一/可做简餐,598,None,2,5.0,4
梅溪湖【浅湖湾】【随机安排】湖景/文化艺术中心/桃花岭城市岛/岳麓山橘子洲/五一广场太平街/国金中心,254,None,10,4.9,2
长沙锦城公寓酒店南城省政府商圈标准单人间,116,近友谊路地铁站,92,4.6,2
长沙长公馆艺术民宿五一广场/IFS国金中心/长沙站且慢大床房,275,近南门口地铁站,44,4.6,2
长沙星辰民宿五一广场/IFS国金中心/长沙站普通单床房,87,近南门口地铁站,41,4.5,2
五一广场 IFS【现代简约投影一居室】   坡子街/太平街/近地铁口/岳麓山橘子洲头,328,None,65,5.0,2
长沙萤火虫创意酒店五一广场/IFS国金中心/长沙站艺术复古房,203,近黄兴广场地铁站,92,4.7,2
艾嘉.投影轻奢温馨套房,280,None,19,4.9,4
【松果14】（合租看清楚再下单）五一广场，楼下太平老街、坡子街、解放西，隔壁超级文和友,288,None,1,5.0,2
【隐庐·致青春】今夜特价五一广场国金岳麓山太平街地铁1号2号线/青春主题房/古街别墅/汉服免费体验,231,近南门口地铁站,23,4.9,2
【甜蜜• 小小家】砂子塘地铁站/凯德广场/壹盏灯/中医药附一医院/沃尔玛/近五一广场/近贺龙体育馆/,398,None,5,4.9,4
【野兽派】近岳麓山，梅溪湖，望城坡地铁口，湖南财经学院，湖南工商大学，文艺清新,380,None,3,5.0,4
【良缘居】五一广场简约黑白灰投影房近芙蓉广场1号出口、国金中心、步行街、（房间随机安排）,278,None,13,4.8,2
乐雀居—北欧风格观景公寓,181,近金星路地铁站,21,5.0,2
素 . 简约风尚 IFS国金中心旁、舒适,315,近五一广场地铁站,12,4.8,2
地铁口嘉顿新天地；北欧两室一厅,526,近五一广场地铁站,400,5.0,4
新房源，浏阳河婚庆园，近广电，温馨城景房,169,近万家丽广场地铁站,16,4.8,2
【营业中】地铁口ins少女/五一广场,219,近侯家塘地铁站,29,4.8,2
火车站/五一广场/友谊阿波罗.【黑白风】,223,近长沙火车站地铁站,23,5.0,2
【苹果】嘉顿新天地 温馨双床豪华套房 近地铁2号线1出口 行李寄存,448,近五一广场地铁站,264,4.9,4
长沙花舞间酒店五一广场/IFS国金中心/长沙站卡通系,154,近五一广场地铁站,10,4.9,2
长沙置静公寓梅溪湖/麓谷商圈舒适房,107,近梅溪湖东地铁站,8,4.6,2
人生海海，360度落地窗江景大屏投影房,518,近培元桥地铁站,2,5.0,2
花园别墅【蔚蓝海岸】世界之窗，大众传媒,148,近星沙,3,4.8,2
【时·光】情侣温馨大床/坡子街/国金中心,257,近黄兴广场地铁站,6,5.0,2
【域间·重圆】美学空间|巨幕投影|长沙南站|探索系列·适合拍摄,231,None,91,4.9,2
湖景 轻奢浪漫极米投影大众传媒情侣专享,167,近星沙,4,4.8,2
湖边舒适投影房！星沙地铁未来漫城近松雅湖,181,近星沙,1,5.0,2
旮旯·日系暖心榻榻米/近芙蓉广场/湘雅附一/省妇幼(部分内窗）,263,None,9,5.0,2
摩卡008//五一广场正中心/地铁口/长沙特色文物保护古建筑/民清末百年公馆,282,None,3,5.0,2
【朴宿527】近湖南涉外经济学院｜芯城科技园｜梅溪湖步步高｜麓谷企业广场｜中信湘雅｜岳麓山｜橘子洲,156,None,10,4.9,2
五一广场旁/近IFS国金中心/地铁口/黄兴路步行街/九龙仓/太平老街/坡子街/解放西/酒吧街,301,None,4,4.9,2
【美宿】慧友美宿酒店(长沙松桂园芙蓉广场地铁站店)五一广场/IFS国金中心/长沙站爱斯基摩·榻榻米房,346,近芙蓉广场地铁站,321,4.9,2
卡萨布兰卡—五一广场近IFS近步行街公寓,380,近五一广场地铁站,5,4.9,2
长沙长公馆艺术民宿五一广场/IFS国金中心/长沙站清心大床房,268,近南门口地铁站,18,4.5,2
【清浅民宿】地铁三号线洋湖新城站/宜家/大学城/岳麓山/洋湖湿地公园/百寸光学幕布/美式复古风大床房,193,None,2,5.0,2
【清浅民宿】地铁三号线洋湖新城站/宜家/大学城/岳麓山/洋湖湿地公园/百寸光学幕布/美式复古风大床房,193,None,2,5.0,2
凤起·57度灰大床房| 五一广场 | 国金 | 司门口|解放西 | 坡子街 | 太平老街 ,374,None,6,5.0,2
Julia&Home马卡龙色系江景双床公寓，带巨幕投影+PS4游戏机，近五一，北辰三角洲,409,近北辰三角洲地铁站,27,4.8,4
近五一广场贺龙体育馆正地铁口Loft大床,230,近黄土岭地铁站,7,5.0,2
宜泊公寓酒店(长沙县松雅湖店)星沙经济开发区商圈高级大床房,189,None,10,4.9,2
悦诗/可月租/芙蓉广场/省妇幼/中信湘雅/湘雅附一/近五一广场橘子洲省博物馆大厨房大餐桌4～6人,349,None,2,5.0,4
【Julia&Home】-朱莉家民宿-法式复古风全落地窗投影江景房，可做饭，近IFS五一广场北辰,358,近北辰三角洲地铁站,13,5.0,2
建安像素汇电影房公寓，近信息港、中联,144,近梅溪湖东地铁站,20,5.0,2
近4号线树木岭 百寸投影 温馨时尚大床房蕾丝品牌床垫落地窗,220,None,3,5.0,2
【眠宿】近五一IFS国金||巨幕投影||哈曼卡顿音响||日式MUJI阳光大床房,322,None,1,5.0,2
栗子家美式复古投影阳光房/中山亭乐和城/五一广场/国金中心/橘子洲头/解放西/太平老街/烈士公园,226,近培元桥地铁站,4,5.0,2
长沙美思勤公寓酒店德思勤城市广场商圈豪华欧式精品双床房,168,近省政府地铁站,19,4.7,4
鼎利时尚公寓(长沙五江天街店)高铁南站/国际会展中心商圈时尚大床房,125,近沙湾公园地铁站,13,4.8,2
【格调】湖南一师|楼下天宝兄弟|近地铁3号线|楼下东瓜山盟重|黑白格调景观房,368,None,1,5.0,2
喜月轻奢酒店(长沙东塘妇幼店)五一广场/IFS国金中心/长沙站喜月优享房,228,近侯家塘地铁站,382,4.8,2
长沙火车站附近暖心小屋,358,近长沙火车站地铁站,11,4.9,4
「Feeka.洛可可」五一广场市中心|地铁1.2号线直达|地铁口300米|浴缸投影大床房,390,None,3,5.0,2
等风来/双地铁口200米/五一广场/国金IFS/太平街/橘子洲/湘江/岳麓山/2居/可住4人,502,None,23,4.8,4
豪华影院家庭房,259,近沙湾公园地铁站,2,5.0,4
五一广场地铁口．双床套房．坡子街．太平街,457,近五一广场地铁站,309,4.9,4
（美天民宿）五一广场国金蓝天白云投影房(房间随机安排),278,近五一广场地铁站,41,4.9,2
「Feeka.舍夫沙万」五一广场市中心|IFS|太平街|橘子洲头|岳麓山|地铁1.2号线直达|清新蓝,414,None,3,5.0,2
[不染]近五一广场正地铁口温馨蓝调一居,206,近北辰三角洲地铁站,5,4.8,2
AWOO民宿 近周南中学湘江世纪城复式公寓可带宠物,311,None,1,5.0,3
【予晨2.已消毒】大两房可做饭/高铁南站/国际会展中心/地铁口/免费停车,334,None,19,4.9,4
【微·蓝】北辰落地窗江景新房，地铁零距离,288,近北辰三角洲地铁站,14,5.0,2
舒途城市民宿雨花亭/林科大灵律 · 麻将双床房,328,None,5,5.0,4
【美宿】慧友美宿酒店(长沙芙蓉广场店)五一广场/IFS国金中心/长沙站高级双床房,395,近芙蓉广场地铁站,961,4.9,2
湖南省肿瘤医院旁西西里小区公寓房,158,近金星路地铁站,11,4.5,4
【慕陈】ins金属粉少女系列 影院房,169,近梅溪湖西地铁站,12,5.0,2
【慕陈】ins金属粉少女系列 影院房,169,近梅溪湖西地铁站,12,5.0,2
初涧简白观景巨幕影院大床房近中医药大学,131,近洋湖湿地公园,3,5.0,2
五一广场国金IFS北欧ins风艺术民宿,286,近芙蓉广场地铁站,10,5.0,2
慢止＆空 ‖每客消毒 ‖ 五一商圈 ‖ 地铁口 ‖ 楼下茶颜悦色+巨幕投影+干湿分离,311,近芙蓉广场地铁站,1,5.0,2
洋湖湿地公园大床房,174,近友谊路地铁站,13,4.8,2
【惠您居·糖舍】砂子塘地铁站/凯宾斯基/凯德广场/投影可做饭/万博汇,313,None,3,5.0,4
温馨私享私人影院,159,近广电世界之窗,6,4.9,2
长沙岳麓区loft公寓双床房,269,近铁道学院地铁站,3,4.9,2
【观自在.阳光】博物馆烈士公园中信湘雅,279,近文昌阁地铁站,48,5.0,2
长沙金赋大酒店五一广场/IFS国金中心/长沙站标准双人间,304,近南湖路地铁站,114,4.7,2
【花语林舍•肆】现代清新风/智能家居/自助入住/乳胶床垫/可做饭/视野开阔/每客消毒,211,None,4,5.0,2
享私人影院/花样年华投影房/近德思勤广场,183,None,1,5.0,2
【千岛安】五一广场/地铁口/乐和城/近步,268,None,16,4.7,2
【一宅·简欧风情】~黄兴广场地铁口/五一广场IFS国金大厦/坡子街/太平街/步行街/文和友/火宫殿,248,None,5,5.0,2
嘿店绿色心情投影大床长沙最美打卡近五一,235,近南门口地铁站,5,5.0,2
美好年华艺术公寓浪漫情侣屋,116,近星沙,25,4.9,2
【茉莉花园】岳麓山风景区\近五一广场\湖南师范医学院\湘麓山庄\长沙市政府\岳麓大道\湘雅医学院,211,None,1,5.0,2
五一广场地铁口星月缘巜重逢》,348,近黄兴广场地铁站,18,4.8,2
浪漫满屋夜景房,172,近杜花路地铁站,75,4.9,2
【看烟花-花漾】五一商圈市中心落地窗江景房，地铁口，湘江、橘子洲、冬瓜山、步行街、南门口、IFS,294,None,2,5.0,2
旮旯·方寸之间大床房/近芙蓉广场/湘雅附一/省妇幼,279,None,15,5.0,2
【芒果朵朵·翠域】五一广场/两室双床/地铁口/大落地窗/省博物馆/太平街/茶颜悦色/100寸投影仪,387,None,2,5.0,4
【凡 · 绿萝】乐享投影+轻奢大窗,278,近黄兴广场地铁站,1,5.0,2
【滤光-星球】五一广场高层，超好视野,268,近五一广场地铁站,7,4.9,2
【域间·無界】美学空间|浴缸投影|长沙南站|探索系列·适合拍摄,315,None,91,5.0,2
岳麓山·【喜乐小屋】湘江边·近双地铁·ins风·带投影 独立单间·大学城商圈温馨私享,138,None,4,5.0,2
【望湘人】火车站对面/豪华大床/巨幕投影,253,近长沙火车站地铁站,7,4.9,2
近中南林科大，中南大学铁道校区，温馨品质设计师民宿。,258,近友谊路地铁站,9,4.9,2
O_W民宿【茶马古道】智能投影/全身镜/超大落地窗/靠近高铁南站/旭辉国际广场/海底捞/免费寄存行李,238,近杜花路地铁站,3,5.0,2
「岁月静好」送一次性浴缸套 /百寸高清投影/ IFS正对面 / 五一广场地铁口/新房特惠,355,近黄兴广场地铁站,17,4.9,2
梅溪湖【不够艺术】loft复式/两房/楼下地铁口/五一广场/国金IFS/橘子洲/岳麓山,384,None,1,5.0,4
轻住/适舒浪漫风/高铁接送/地铁直达/免费停车,188,近杜花路地铁站,20,4.9,2
【o_w民宿•春归樱】智能投影/可免费寄存行李/圭塘木岭双地铁口/靠近高铁南站,208,近沙湾公园地铁站,4,5.0,2
【看烟花-流年】五一商圈市中心落地窗江景房，地铁口，湘江、橘子洲、冬瓜山、步行街、南门口、IFS,268,None,4,5.0,2
长沙彬宇时尚民宿五一广场/IFS国金中心/长沙站特价房,162,近湘江中路地铁站,203,4.7,2
【营业中】地铁口纱幔房/侯家塘五一广场,210,近侯家塘地铁站,26,4.9,2
豪华江景房,424,近黄兴广场地铁站,15,4.8,2
长沙地铁口二月公寓地中海大床房,148,近长沙大道地铁站,3,4.9,2
『心房•云舍』近4号线近医院温馨大床房私享落地窗,148,None,2,4.9,2
近机场轻奢大床房,113,近机场地铁站,144,4.9,2
IFS国金中心五一广场夜宿&初心,321,近五一广场地铁站,893,4.9,2
黑白北欧大私影房/地铁口/高铁南站/机场,195,近长沙大道地铁站,36,4.9,2
欧式大床房,268,近北辰三角洲地铁站,6,4.8,2
汽车南站附近德思勤广场  新店特惠房  ,179,近省政府地铁站,22,4.9,2
&甲壳虫&超大投影，双人浴缸，五一商圈,241,近黄兴广场地铁站,8,4.5,2
汽车南站附近德思勤广场  新店特惠房  ,179,近省政府地铁站,22,4.9,2
&甲壳虫&超大投影，双人浴缸，五一商圈,241,近黄兴广场地铁站,8,4.5,2
【悠家】奥莱砂子船购物中心/近地铁4号线/月亮岛公园/国际红土网球赛馆/银星湾公园/直达岳麓山风景名,196,None,7,5.0,2
【栖树·夜莺】复古轻奢风泡泡浴缸橘子洲头,388,近南湖路地铁站,1,5.0,2
长沙蝶湾风情民宿梅溪湖/麓谷商圈清新大床房,80,近梅溪湖西地铁站,11,4.8,2
舒适大床房,202,近省政府地铁站,4,5.0,2
摩洛哥—五一广场IFS九龙仓近步行街公寓,343,近五一广场地铁站,6,4.9,2
1号线友谊路口站旁温馨私享落地窗设计师民宿，近中南大学铁道学院和中南林科大。,258,近友谊路地铁站,9,5.0,2
CC’s home (近1号线近商圈温馨私享Loft复式),368,None,2,5.0,2
【紫寐】五一广场/IFS/太平街高清投影,292,近五一广场地铁站,9,5.0,2
【芷有一间】简约时尚投影大床房，大阳台，地铁口/近五一广场/世茂广场/九龙仓国金中心/步行街/文和,295,None,2,5.0,2
长沙保利瑜璟阁橘子洲服务公寓五一广场/IFS国金中心/长沙站高级大床房,261,近侯家塘地铁站,329,4.7,2
日式榻榻米观景巨幕影院大床房近中医药大学,133,近洋湖湿地公园,10,4.8,2
深海寓投影大床房※岳麓山近洋湖湿地近大学,167,近洋湖湿地公园,38,5.0,2
华里酒店(长沙洋湖湿地店)洋湖/大王山度假区棋牌套房,375,近友谊路地铁站,9,5.0,2
梅溪湖湖景大床房/高清投影/可看音乐喷泉/此房源有多套,262,None,3,5.0,2
【许公子•玖玥】私享私人影院/国金中心/五一广场/太平街/万达广场/橘子洲,283,None,None,None,2
拾光美舍观景大床房，近女子学院中建德思勤,155,近友谊路地铁站,18,5.0,2
莫奈花园大床房(投影•电动床•浴缸•停车,187,近梅溪湖西地铁站,4,5.0,2
【斯维登】斯维登·家蜓酒店公寓(长沙金融中心凯德广场)滨江新城标准城景大床房,187,近北辰三角洲地铁站,834,4.7,2
爱上·静谧时光/1号线清风站/巨幕投影,188,近省政府地铁站,3,5.0,2
长沙华维·东成酒店五一广场/IFS国金中心/长沙站雅韵精致双人间,238,近芙蓉广场地铁站,26,4.4,2
锦泰广场正地铁口全新整套66平二厅一室/火车站/轻轨站直达橘子洲头、五一广场步行街/高铁站飞机场,279,None,12,5.0,2
绿野仙踪—五一广场近IFS近步行街公寓,343,近五一广场地铁站,9,4.8,2
【慕陈】极米投影房/浴缸/云朵灯/波波球,163,近梅溪湖西地铁站,1,4.8,2
北凉亭电视大床房※岳麓山中医药洋湖湿地,155,近洋湖湿地公园,40,4.9,2
【江边小筑】五一商圈双地铁口江景大屏高清投影浴缸泡澡电梯高层高端公寓全屋消毒自助入住。,302,None,1,5.0,2
女大/林科大/德思勤旁苹果公寓（可做饭）,150,近省政府地铁站,29,5.0,2
红星女大南站德思勤广场精致公寓有洗衣机,183,近省政府地铁站,74,4.8,2
【踏莎行】火车站对面/轻奢双床/巨幕投影,387,近长沙火车站地铁站,13,5.0,4
浪漫情侣大床房,258,近五一广场地铁站,10,5.0,2
【美宿】慧友美宿酒店(长沙芙蓉广场店)五一广场/IFS国金中心/长沙站高级大床房,324,近芙蓉广场地铁站,1302,4.9,2
【江边小筑】五一商圈双地铁口江景大屏高清投影浴缸泡澡电梯高层高端公寓全屋消毒自助入住。,302,None,1,5.0,2
方聚·德思勤广场·超大双人床·小酒桌,286,近省政府地铁站,5,5.0,4
【看烟花-花漾】五一商圈市中心落地窗江景房，地铁口，湘江、橘子洲、冬瓜山、步行街、南门口、IFS,294,None,2,5.0,2
长沙南/地铁站/温馨亲子双床/长沙南接送,331,近长沙火车南站地铁站,86,4.9,4
单人间（特惠）,135,近长沙火车南站地铁站,45,4.7,2
【苹果】两房一厅套房五一广场地铁2号线1出口 美食坡子街 可做饭可洗衣大客厅,479,近五一广场地铁站,141,4.9,4
女大旁亚商国际能做饭的自由之居,108,近友谊路地铁站,4,5.0,2
兮颜爱家民宿@主题圆床房@坡子街@IFS@五一广场@黄兴路步行街@贺龙体育馆@橘子洲,319,None,4,5.0,2
喜月轻奢酒店(长沙东塘妇幼店)五一广场/IFS国金中心/长沙站喜月优享房,228,近侯家塘地铁站,382,4.8,2
长沙玩星人电竞酒店雨花亭/林科大玩星人电竞大床麻将房,305,None,1,5.0,2
悦舍·城市酒店(长沙梅溪湖店)梅溪湖/麓谷商圈悦心湖景影院大床房,196,None,7,5.0,2
悦诗/可月租/芙蓉广场/省妇幼/中信湘雅/湘雅附一/近五一广场橘子洲省博物馆大厨房大餐桌4～6人,349,None,2,5.0,4
〈一屿-卫斯理〉近五一广场太平街/巨幕投影/轻奢复古风/全江景落地窗/观景露台,371,None,13,4.6,2
夜的第七章IFS地铁口黑白风落地窗大床房,6405,近五一广场地铁站,24,4.8,2
【Loft·智能家居】地铁口/烈士公园/省博物馆/湖南广电/湘雅附一/省妇幼/近五一广场/专业保洁,279,None,3,5.0,2
轻住系列/北欧风尚大床房/高铁接送/免费停车,188,近杜花路地铁站,10,4.6,2
精艺雅舍 观星楼【五一广场/步行街】,361,近黄兴广场地铁站,22,4.9,3
机场周边一室可免费接送,128,近机场地铁站,184,5.0,2
五一广场/正地铁1号出口温馨灰白双床投影房,460,近五一广场地铁站,203,4.9,4
星墅-精选大床房，邻世界之窗、海底世界,208,近广电世界之窗,21,4.7,2
湖南省肿瘤医院旁西西里小区公寓房,158,近金星路地铁站,11,4.5,4
甜茶007//五一广场正中心/地铁口/长沙特色文物保护古建筑/民清末百年公馆,282,None,6,5.0,2
贴近湘江欢乐城/近地铁3号线 春小园,288,None,2,5.0,4
【悦栖】江景、智能声控、大屏影院房，近五一广场/万达广场/湘雅/解放西/太平街,292,None,2,5.0,2
（铭心民宿）地铁口/国金中心北欧投影一居,340,近芙蓉广场地铁站,1,5.0,2
美好年华艺术公寓浪漫情侣屋,116,近星沙,25,4.9,2
【Lucerne】五一广场地铁口近IFS、17楼朝南高层超大飘窗，1.8m大床投影房,2723,None,6,5.0,2
《向日葵》河西王府井 粉色少女巨幕投影房,250,近金星路地铁站,32,5.0,2
维福顿酒店(长沙北辰三角洲地铁站店)北辰/中南大学湘雅医院商务大床房,204,近北辰三角洲地铁站,102,4.8,2
保利国际「江景大床房」下楼即地铁俯瞰橘洲,325,近侯家塘地铁站,126,4.9,2
【几亩·日式】特惠一居室丨近五一广场+橘子洲头+省博物馆观景落地窗,278,None,3,5.0,2
《双床套房》多库存、五一广场1号地铁口、lFS国金中心、太平街、坡子街、黄兴广场,460,None,159,5.0,4
麻将投影大床房/坡子街/小吃街/国金中心,331,近黄兴广场地铁站,19,5.0,2
豪华麻将套间（二室二厅）,388,近友谊路地铁站,11,4.4,4
美尚酒店(长沙民政学院店)雨花亭/林科大美尚亲子双人房,207,近铁道学院地铁站,33,4.9,4
【简约】五一广场IFS 巨幕投影大床房,385,近黄兴广场地铁站,20,4.8,4
【踏莎行】火车站对面/轻奢双床/巨幕投影,387,近长沙火车站地铁站,13,5.0,4
摩卡008//五一广场正中心/地铁口/长沙特色文物保护古建筑/民清末百年公馆,282,None,3,5.0,2
【柒迟-太古】私人影院｜落地窗｜五一广场｜国金中心｜地铁口｜朝南阳光房｜巨幕家庭影院｜免费寄,488,None,5,4.9,4
长沙和一湘科大酒店五一广场/IFS国金中心/长沙站豪华双床房,357,近长沙火车站地铁站,75,4.8,2
长沙奈斯电竞酒店五一广场/IFS国金中心/长沙站双床间,264,近侯家塘地铁站,18,4.8,2
长沙蝶寓微品酒店北辰/中南大学湘雅医院West风轻云净· 豪华双床房,307,近北辰三角洲地铁站,7,4.8,2
【星宜家】金科时代中心美式麻将三房中茂城文和友近广电中心世界之窗,260,None,2,5.0,6
近商场，医院，景区曼哈顿公寓,346,近培元桥地铁站,4,5.0,2
【吾悦】轻奢-品质大床房/紧临环宇城/地铁可直达五一商圈/位置便捷好找/开放式厨房/洗衣机,149,None,3,5.0,2
近五一广场双地铁口网红拍照loft影院,351,近黄土岭地铁站,57,4.9,3
豪华大床房（4号线地铁直达）,223,近杜花路地铁站,2,5.0,2
[悦见民宿]机场巴士站/火车站地铁口(1.2米沙发床+1.5米+1.8米)3床房,259,近长沙火车站地铁站,10,4.8,5
德思勤内欧式温馨大投影独立轻奢公寓,219,近省政府地铁站,3,4.3,2
美客民宿-精选大床房，邻世界之窗海底世界,186,近广电世界之窗,34,4.7,2
楼下坡子街正地铁口五一广场尊享房,429,近黄兴广场地铁站,5,5.0,2
近机场轻奢大床房,113,近机场地铁站,144,4.9,2
长沙九之都酒店南城省政府商圈商务大床房,137,近大托地铁站,10,4.4,2
五一广场IFS国金中心黄兴路步行街ponpon糖&蓝色天空,299,None,9,5.0,2
长沙卡斯迪畅享酒店洋湖/大王山度假区肆禧休闲房,224,近洋湖湿地公园,6,4.7,2
长沙知觉酒店五一广场/IFS国金中心/长沙站奢华行宫大床房,400,近南湖路地铁站,2,5.0,2
维福顿酒店(长沙北辰三角洲地铁站店)北辰/中南大学湘雅医院商务大床房,204,近北辰三角洲地铁站,102,4.8,2
保利国际「江景大床房」下楼即地铁俯瞰橘洲,325,近侯家塘地铁站,126,4.9,2
“轻雾”轻奢影院Loft/投影/衣服免费送洗/智能窗帘/民政学院/林科大/铁道学院/德思勤#行李寄存,268,None,11,5.0,2
【野兽派】近岳麓山，梅溪湖，望城坡地铁口，湖南财经学院，湖南工商大学，文艺清新,380,None,3,5.0,4
浪漫满屋夜景房,172,近杜花路地铁站,75,4.9,2
