公司,职位,月薪,公司介绍,应聘要求,福利,职位关键词,上班地点
微软（中国）有限公司,技术支持工程师,20k-40k,"移动互联网,数据服务 上市公司 2000人以上",经验1-3年 本科,“弹性工作时间，国际化大平台”,IT支持 ,[四季青]
佳量医疗,软件工程师,10k-15k·13薪,医疗丨健康 天使轮 15-50人,经验1年以下 本科,“发展前景、团队实力”,C++ ,[余杭区]
同花顺,测试工程师,8k-15k·14薪,"金融,电商 上市公司 2000人以上",经验1-3年 本科,“股票类APP排名**、五险一金、上市公司”,云计算 大数据 功能测试 自动化测试 测试开发 ,[西溪]
博彦科技,运维开发工程师,11k-16k,"移动互联网,电商 上市公司 2000人以上",经验3-5年 本科,“领导nice，发展空间大，长期稳定”,云计算 大数据 云平台运维 Docker Linux HTTPS协议 ,[小营]
兆弟,u9开发工程师,10k-15k,其他 未融资 2000人以上,经验1-3年 本科,“带薪年假，节日礼物，五险，公司规模大”,企业服务 ERP .NET ,[下城区]
